Gene,Category,AR2_Eigenvalue,AR2_R2,AR2_RootType,Cosinor_Amplitude,Cosinor_Phase,Cosinor_qValue,Cosinor_R2,Cosinor_Rhythmic,JTK_Tau,JTK_qValue,JTK_Period,JTK_Rhythmic,Agreement
Mrpl44,Other,0.5274,0.0695,Real,6.1145,23.82,0.2522,0.1831,False,-0.2836,1,28,False,"AR(2) unique"
9830004L10Rik,Other,0.409,0.0292,Complex,0.3268,10.56,0.7109,0.0464,False,-0.3229,1,28,False,"All agree: none"
Nyap2,Other,0.5597,0.1241,Real,0.6877,14.19,0.5511,0.0802,False,-0.1284,1,24,False,"AR(2) unique"
Irs1,Other,0.5067,0.1638,Complex,29.7549,1.28,0.0613,0.324,False,0.4307,0.4435,24,False,"AR(2) unique"
Rhbdd1,Other,0.5876,0.1039,Real,36.135,22.73,0.0725,0.3094,False,0.4145,0.5568,24,False,"AR(2) unique"
Col4a3,Other,0.5998,0.1082,Real,3.9398,15.45,0.2028,0.2087,False,-0.2847,1,24,False,"AR(2) unique"
Mff,Other,0.7072,0.1891,Real,87.5452,15.59,0.0045,0.5092,True,0.48,0.1901,24,False,"Partial"
Agfg1,Other,0.4124,0.1667,Real,52.8704,17.56,0.0034,0.5254,True,0.5455,0.0574,24,False,"Rhythm-only"
Ccl20,Other,0.4807,0.0478,Real,6.3794,13.17,0.0807,0.2997,False,0.4059,0.6603,24,False,"All agree: none"
Daw1,Other,0.496,0.0616,Complex,0.259,19.3,0.8303,0.0256,False,-0.1596,1,20,False,"All agree: none"
Fbxo36,Other,0.5482,0.1515,Real,70.4799,2.76,0.0094,0.4625,True,0.4599,0.2761,24,False,"Partial"
Rpl19,Other,0.7749,0.2984,Real,104.071,23.51,0.5238,0.0869,False,0.2523,1,28,False,"AR(2) unique"
A530040E14Rik,Other,0.4637,0.0656,Real,9.4935,13.9,0.4915,0.0953,False,-0.1387,1,20,False,"All agree: none"
G530012D18Rik,Other,0.6613,0.1758,Real,4.9126,15.27,0.355,0.1376,False,-0.2711,1,20,False,"AR(2) unique"
Sp100,Other,0.5239,0.0675,Real,33.1211,0.96,0.1147,0.2666,False,-0.3418,1,28,False,"AR(2) unique"
Cab39,Other,0.4266,0.0297,Real,19.4809,13.29,0.3728,0.1313,False,-0.4291,0.4435,20,False,"All agree: none"
Itm2c,Other,0.5878,0.1226,Real,42.9342,0.88,0.0247,0.3949,True,0.4161,0.5568,24,False,"Partial"
4933407L21Rik,Other,0.597,0.1158,Real,2.9427,16.21,0.1763,0.2238,False,0.2742,1,24,False,"AR(2) unique"
Spata3,Other,0.2193,0.0415,Real,0.5904,12.82,0.2549,0.1816,False,0.3586,1,28,False,"All agree: none"
2810459M11Rik,Other,0.561,0.1993,Real,87.041,22.47,0.0054,0.4982,True,0.5548,0.0504,28,False,"Partial"
Psmd1,Other,0.5032,0.1871,Real,229.7443,23.14,0.0057,0.4951,True,0.4509,0.3108,24,False,"Partial"
Armc9,Other,0.4306,0.2283,Real,18.2985,1.54,0.0036,0.5221,True,-0.5574,0.0481,24,True,"Rhythm-only"
B3gnt7,Other,0.7034,0.1946,Real,5.9507,14.68,0.2494,0.1843,False,0.4873,0.1674,28,False,"AR(2) unique"
C130036L24Rik,Other,0.6854,0.1923,Real,2.1953,15.6,0.6698,0.0545,False,0.3013,1,28,False,"AR(2) unique"
1700019O17Rik,Other,0.5555,0.1289,Real,0.9066,1.94,0.8982,0.0149,False,0.1245,1,20,False,"AR(2) unique"
Cops7b,Other,0.6969,0.1768,Real,56.8004,19.43,0.0474,0.3452,True,0.4073,0.621,24,False,"Partial"
Dis3l2,Other,0.6455,0.1769,Real,39.2214,17.18,0.0319,0.376,True,0.5164,0.0993,24,False,"Partial"
Akp3,Other,0.3175,0.0222,Real,0.6737,19.17,0.8883,0.0163,False,0.1825,1,28,False,"All agree: none"
Prss56,Other,0.0851,0.0107,Complex,1.5994,14.75,0.4048,0.1204,False,0.2774,1,28,False,"All agree: none"
Chrnd,Other,0.2146,0.0148,Real,1.7924,11.04,0.2704,0.1745,False,-0.2659,1,24,False,"All agree: none"
Chrng,Other,0.5989,0.3077,Complex,1.6072,16.85,0.6461,0.0592,False,-0.1612,1,20,False,"AR(2) unique"
Eif4e2,Other,0.6827,0.1884,Real,37.8333,13.32,0.0027,0.5403,True,-0.5164,0.0993,20,False,"Partial"
Efhd1,Other,0.5455,0.0987,Real,1.4213,4.64,0.5468,0.0813,False,0.1905,1,20,False,"AR(2) unique"
Gigyf2,Other,0.2039,0.0253,Complex,20.3485,10.57,0.5571,0.0787,False,-0.32,1,20,False,"All agree: none"
Neu2,Other,0.3683,0.3474,Complex,27.849,5.36,0,0.7724,True,-0.6618,0.0064,24,True,"Rhythm-only"
3110079O15Rik,Other,0.3788,0.0328,Real,2.2804,15.12,0.5147,0.0893,False,0.3376,1,28,False,"All agree: none"
Inpp5d,Other,0.5217,0.0837,Real,6.4724,2.86,0.3627,0.1349,False,0.2304,1,20,False,"AR(2) unique"
Atg16l1,Other,0.6372,0.1551,Real,30.2275,13.66,0.2342,0.1921,False,-0.2473,1,24,False,"AR(2) unique"
5830472F04Rik,Other,0.3822,0.0192,Real,2.2264,7.79,0.6197,0.0646,False,-0.2587,1,24,False,"All agree: none"
Sag,Other,0.3281,0.0533,Complex,1.2684,14.78,0.5025,0.0925,False,-0.2532,1,20,False,"All agree: none"
Dgkd,Other,0.7178,0.2531,Real,33.2202,15.46,0.0118,0.447,True,0.4991,0.1398,24,False,"Partial"
Mroh2a,Other,0.5953,0.1641,Complex,0.4733,0.36,0.9271,0.0104,False,0.223,1,28,False,"AR(2) unique"
Trpm8,Other,0.2741,0.0285,Complex,1.8354,16.42,0.0881,0.292,False,0.3547,1,24,False,"All agree: none"
Spp2,Other,0.7894,0.4234,Real,36.9866,15.1,0.3928,0.1244,False,0.2368,1,24,False,"AR(2) unique"
Sh3bp4,Other,0.3588,0.0333,Complex,3.5657,16.98,0.3138,0.1546,False,0.32,1,28,False,"All agree: none"
Agap1,Other,0.6539,0.1525,Real,36.5687,7.35,0.0078,0.4742,True,-0.5891,0.0257,24,True,"All agree"
Ackr3,Other,0.5237,0.1037,Complex,0.7495,15.77,0.6213,0.0643,False,0.3358,1,28,False,"AR(2) unique"
Cops8,Other,0.505,0.0766,Real,59.687,4.03,0.0088,0.4669,True,-0.64,0.0098,24,True,"All agree"
Gm9991,Other,0.543,0.0799,Real,2.8726,18,0.2585,0.1798,False,0.3097,1,28,False,"AR(2) unique"
Mlph,Other,0.7157,0.2325,Real,1.0744,20,0.8719,0.0189,False,0.1612,1,28,False,"AR(2) unique"
Prlh,Other,0.7882,0.3151,Real,12.2936,13.47,0.1383,0.2482,False,-0.4059,0.6603,24,False,"AR(2) unique"
Lrrfip1,Other,0.5894,0.1252,Real,22.9084,2.34,0.0022,0.5514,True,0.5913,0.0257,24,True,"All agree"
Rbm44,Other,0.8909,0.3784,Real,1.1091,15.06,0.3682,0.133,False,0.2647,1,28,False,"AR(2) unique"
Ramp1,Other,0.3498,0.243,Complex,0.5648,1.47,0.9187,0.0116,False,0.0655,1,24,False,"All agree: none"
Ube2f,Other,0.359,0.0789,Real,24.9285,7,0.0052,0.5004,True,-0.5382,0.0663,24,False,"Rhythm-only"
Scly,Other,0.7231,0.2596,Real,124.4785,0.56,0.0007,0.6058,True,-0.5818,0.0296,24,True,"All agree"
Espnl,Other,0.5369,0.104,Real,6.2874,17.69,0.3898,0.1254,False,0.2836,1,28,False,"AR(2) unique"
Klhl30,Other,0.2872,0.0065,Real,2.2855,13.39,0.2224,0.1981,False,0.3679,1,28,False,"All agree: none"
Fam132b,Other,0.6607,0.1504,Real,2.8564,13.27,0.3177,0.1531,False,0.3855,0.8575,28,False,"AR(2) unique"
Traf3ip1,Other,0.3137,0.009,Real,2.5818,19.12,0.4864,0.0967,False,0.2722,1,28,False,"All agree: none"
Asb1,Other,0.5226,0.0638,Real,9.4224,14.81,0.0676,0.3156,False,0.4,0.6938,24,False,"AR(2) unique"
Twist2,Other,0.3375,0.0148,Complex,0.5234,19.39,0.9287,0.0102,False,0.2574,1,28,False,"All agree: none"
Olfr1413,Other,0.6391,0.1372,Real,3.9137,14.23,0.2151,0.2021,False,0.2784,1,28,False,"AR(2) unique"
Olfr1412,Other,0.8117,0.3626,Real,4.3249,13.92,0.1958,0.2125,False,-0.2888,1,24,False,"AR(2) unique"
Olfr1411,Other,0.7294,0.27,Real,3.6629,13.15,0.3906,0.1251,False,-0.2165,1,28,False,"AR(2) unique"
Olfr1410,Other,0.7785,0.3017,Real,3.2899,17.48,0.3916,0.1247,False,-0.3035,1,20,False,"AR(2) unique"
Olfr12,Other,0.5137,0.0584,Real,1.9731,13.48,0.1642,0.231,False,0.3066,1,28,False,"AR(2) unique"
Gpr35,Other,0.6141,0.1599,Real,1.3925,12.11,0.6851,0.0514,False,0.2157,1,28,False,"AR(2) unique"
Gpc1,Other,0.3423,0.0472,Complex,10.1003,8.28,0.163,0.2317,False,-0.3035,1,28,False,"All agree: none"
Mir149,Other,0.5137,0.1695,Real,1.2774,23.12,0.8806,0.0175,False,0.16,1,20,False,"AR(2) unique"
Dusp28,Other,0.422,0.0302,Real,8.7944,8.78,0.4162,0.1167,False,0.2815,1,20,False,"All agree: none"
Rnpepl1,Other,0.4475,0.2184,Real,17.6305,9.62,0.7424,0.0408,False,-0.292,1,28,False,"All agree: none"
Capn10,Other,0.318,0.0281,Real,7.8753,15.44,0.6155,0.0656,False,-0.1241,1,28,False,"All agree: none"
Aqp12,Other,0.7032,0.2202,Real,5.6767,13.14,0.0596,0.3264,False,0.4234,0.4977,28,False,"AR(2) unique"
Agxt,Other,0.6936,0.3684,Real,364.2329,20.3,0.0001,0.7037,True,0.6473,0.0084,24,True,"All agree"
Crocc2,Other,0.2476,0.0366,Real,4.0924,14.53,0.3905,0.1252,False,0.4745,0.217,28,False,"All agree: none"
Sned1,Other,0.5019,0.0527,Real,10.8744,22.26,0.0778,0.3032,False,0.4029,0.6938,20,False,"AR(2) unique"
Ppp1r7,Other,0.4537,0.1965,Real,74.7486,21.75,0.0021,0.5538,True,0.6036,0.0195,24,True,"Rhythm-only"
Ano7,Other,0.5995,0.211,Real,1.6311,15.44,0.5842,0.0724,False,0.2157,1,28,False,"AR(2) unique"
Sept2,Other,0.5428,0.0873,Real,122.4367,1.65,0.0106,0.4545,True,0.4234,0.4977,24,False,"Partial"
Farp2,Other,0.3655,0.2257,Real,3.762,17.83,0.9585,0.006,False,-0.1533,1,20,False,"All agree: none"
Bok,Other,0.3764,0.3222,Complex,32.9597,22.94,0.0003,0.6467,True,0.5818,0.0296,24,True,"Rhythm-only"
Atg4b,Other,0.4556,0.0343,Real,26.9022,3.92,0.1012,0.2789,False,-0.3607,1,24,False,"All agree: none"
Ing5,Other,0.8379,0.393,Real,15.4256,19.53,0.0947,0.2854,False,0.3855,0.8575,24,False,"AR(2) unique"
D2hgdh,Other,0.7067,0.2489,Real,42.5934,2.14,0.0011,0.5851,True,0.5913,0.0257,24,True,"All agree"
Gm6086,Other,0.513,0.0674,Complex,1.3173,21.16,0.934,0.0096,False,-0.1679,1,20,False,"AR(2) unique"
Neu4,Other,0.4842,0.0867,Real,0.4233,13.63,0.9624,0.0054,False,0.1494,1,28,False,"All agree: none"
Fam174a,Other,0.6011,0.1347,Real,14.6467,16.31,0.0018,0.5605,True,-0.5667,0.0421,20,True,"All agree"
Rpl18a,Other,0.696,0.2773,Real,416.7535,2.38,0.0346,0.3696,True,0.4161,0.5568,24,False,"Partial"
Hnrnpf,Other,0.5209,0.0683,Real,69.8283,1.82,0.0352,0.3684,True,0.4088,0.621,24,False,"Partial"
Gin1,Other,0.3654,0.0201,Real,35.2178,11.27,0.2333,0.1926,False,-0.3418,1,24,False,"All agree: none"
Slco6d1,Other,0.3221,0.0102,Real,2.3609,13.88,0.2815,0.169,False,-0.3077,1,20,False,"All agree: none"
Cntnap5b,Other,0.6316,0.1584,Real,2.0711,10.92,0.0753,0.3059,False,-0.365,1,24,False,"AR(2) unique"
Cdh20,Other,0.7361,0.256,Real,1.7714,14.94,0.2111,0.2044,False,-0.381,0.9516,28,False,"AR(2) unique"
Capza1,Other,0.3321,0.0586,Real,101.6467,3.47,0.1738,0.2253,False,0.3723,1,20,False,"All agree: none"
2310035C23Rik,Other,0.7786,0.2982,Real,73.5212,23.41,0.0005,0.6261,True,0.5647,0.0421,24,True,"All agree"
Zfp706,Other,0.6363,0.2169,Real,200.4128,1.82,0.0007,0.6119,True,0.5548,0.0504,24,False,"Partial"
Tnfrsf11a,Other,0.4567,0.0675,Complex,1.2625,16.7,0.733,0.0425,False,-0.1387,1,28,False,"All agree: none"
Zcchc2,Other,0.6597,0.1562,Real,49.6011,2.18,0.2049,0.2076,False,-0.3376,1,28,False,"AR(2) unique"
Phlpp1,Other,0.5637,0.0997,Real,54.1804,21.58,0.0373,0.364,True,-0.4537,0.2961,28,False,"Partial"
D630008O14Rik,Other,0.517,0.0798,Complex,1.6572,14.26,0.5088,0.0909,False,-0.2491,1,28,False,"AR(2) unique"
Serpinb5,Other,0.3098,0.0085,Real,1.5243,14.09,0.1954,0.2128,False,-0.4713,0.2555,20,False,"All agree: none"
Serpinb12,Other,0.2108,0.0392,Real,0.8484,12.64,0.6426,0.06,False,-0.1431,1,24,False,"All agree: none"
Serpinb13,Other,0.3548,0.0147,Real,0.2231,19.2,0.9137,0.0125,False,-0.223,1,20,False,"All agree: none"
Serpinb11,Other,0.5366,0.0959,Real,1.2038,13.38,0.3545,0.1378,False,-0.2148,1,28,False,"AR(2) unique"
Serpinb7,Other,0.2817,0.0067,Real,1.6986,14.31,0.3841,0.1273,False,-0.2921,1,20,False,"All agree: none"
Serpinb2,Other,0.3303,0.0112,Real,8.2625,13.72,0.1888,0.2165,False,-0.3971,0.7717,20,False,"All agree: none"
Serpinb10,Other,0.4789,0.0552,Real,0.9658,19.32,0.2998,0.1607,False,0.2459,1,24,False,"All agree: none"
Serpinb8,Other,0.0956,0.0007,Complex,5.9775,20.15,0.0947,0.2854,False,0.3504,1,24,False,"All agree: none"
Cdh7,Other,0.5772,0.0989,Real,3.6583,13.37,0.1408,0.2463,False,-0.3077,1,24,False,"AR(2) unique"
Cntnap5a,Other,0.5071,0.0751,Real,1.3874,11.33,0.0811,0.2994,False,-0.3259,1,28,False,"AR(2) unique"
Nifk,Other,0.3973,0.0218,Real,86.2375,5.81,0.2025,0.2089,False,0.3431,1,20,False,"All agree: none"
Clasp1,Other,0.6928,0.1638,Real,26.5394,8.13,0.1457,0.2431,False,-0.3636,1,24,False,"AR(2) unique"
Tfcp2l1,Other,0.3613,0.1487,Real,20.9636,4.1,0.0196,0.4114,True,0.584,0.0296,20,True,"Rhythm-only"
Tmem185b,Other,0.3791,0.0608,Complex,13.0474,23.1,0.3384,0.1445,False,-0.3158,1,28,False,"All agree: none"
Sctr,Other,0.3197,0.1346,Complex,0.5244,15.08,0.953,0.0069,False,-0.1066,1,20,False,"All agree: none"
3110009E18Rik,Other,0.2174,0.0374,Real,0.3064,2.76,0.8943,0.0154,False,0.1505,1,28,False,"All agree: none"
C1ql2,Other,0.5249,0.165,Complex,1.6365,17.33,0.7718,0.0354,False,-0.1945,1,20,False,"AR(2) unique"
En1,Other,0.1588,0.0327,Complex,2.5707,16.51,0.0729,0.3089,False,0.4351,0.4215,28,False,"All agree: none"
Ccdc93,Other,0.3499,0.03,Real,12.247,23.93,0.088,0.2922,False,0.3577,1,24,False,"All agree: none"
Gm10543,Other,0.3277,0.012,Complex,1.3535,16.42,0.7284,0.0433,False,0.1207,1,28,False,"All agree: none"
Slc35f5,Other,0.4583,0.3182,Complex,264.7782,20.81,0.0016,0.5683,True,0.6691,0.0057,24,True,"Rhythm-only"
Gpr39,Other,0.5592,0.0976,Real,25.0485,1.16,0.0112,0.4509,True,0.4672,0.245,24,False,"Partial"
Mgat5,Other,0.671,0.2949,Real,49.0536,2.17,0.0001,0.7058,True,0.6497,0.0084,24,True,"All agree"
Acmsd,Other,0.634,0.6772,Complex,416.8112,4.38,0.0001,0.7119,True,-0.6715,0.0056,28,True,"All agree"
Ccnt2,Other,0.6731,0.1894,Real,26.8343,10.88,0.5059,0.0916,False,-0.32,1,20,False,"AR(2) unique"
Rab3gap1,Other,0.7482,0.3406,Real,16.9184,18.62,0.4122,0.118,False,0.2805,1,24,False,"AR(2) unique"
Rpl28,Other,0.6658,0.4571,Real,485.3889,2.31,0.0001,0.6798,True,0.6934,0.0039,24,True,"All agree"
R3hdm1,Other,0.6887,0.1902,Real,29.331,3.99,0.0875,0.2927,False,-0.4247,0.4727,28,False,"AR(2) unique"
Mir128-1,Other,0.4047,0.303,Complex,6.9491,13.19,0.0389,0.3608,True,-0.4351,0.4215,24,False,"Rhythm-only"
Ubxn4,Other,0.5054,0.0771,Real,174.9471,5.54,0.0102,0.4566,True,-0.5891,0.0257,24,True,"All agree"
Thsd7b,Other,0.4578,0.0373,Real,1.1898,11.79,0.6057,0.0677,False,0.1832,1,28,False,"All agree: none"
Yod1,Other,0.3136,0.1199,Real,81.793,13.91,0.0195,0.4119,True,0.4,0.6938,28,False,"Rhythm-only"
AA986860,Other,0.4491,0.0361,Real,5.5783,11.28,0.0413,0.3561,True,-0.4526,0.3108,24,False,"Rhythm-only"
Fcamr,Other,0.3378,0.0099,Real,3.5026,10.11,0.1021,0.2782,False,-0.3077,1,24,False,"All agree: none"
Pigr,Other,0.4624,0.0327,Real,214.7248,20.04,0.0788,0.302,False,0.4727,0.217,24,False,"All agree: none"
Fcmr,Other,0.4618,0.0381,Real,2.5248,21.24,0.2531,0.1825,False,0.3956,0.7717,28,False,"All agree: none"
Il10,Other,0.4931,0.1218,Complex,0.559,1.77,0.6554,0.0573,False,-0.2436,1,28,False,"All agree: none"
Eif2d,Other,0.5873,0.0895,Real,27.6474,18.29,0.027,0.3885,True,0.4145,0.5568,24,False,"Partial"
Fam72a,Other,0.5952,0.2622,Real,2.6728,21.84,0.1036,0.2768,False,-0.4367,0.4208,20,False,"AR(2) unique"
Avpr1b,Other,0.3796,0.2418,Real,0.6518,23.33,0.7895,0.0323,False,0.1832,1,20,False,"All agree: none"
Ctse,Other,0.2779,0.0951,Complex,0.3134,19.59,0.8912,0.0159,False,0.1284,1,20,False,"All agree: none"
Rab7b,Other,0.2259,0.0072,Real,1.4239,7.06,0.486,0.0968,False,0.2564,1,20,False,"All agree: none"
Slc26a9,Other,0.3808,0.0198,Real,1.2776,12.34,0.2954,0.1629,False,-0.2669,1,24,False,"All agree: none"
Pm20d1,Other,0.5326,0.1711,Real,212.9123,2.16,0.0048,0.505,True,0.5475,0.0574,24,False,"Partial"
Slc41a1,Other,0.2591,0.0747,Complex,8.0336,18.61,0.473,0.1003,False,-0.2774,1,20,False,"All agree: none"
Rab29,Other,0.6612,0.2925,Real,50.4866,2.79,0.0002,0.6698,True,-0.6327,0.0109,24,True,"All agree"
Nucks1,Other,0.5694,0.5084,Complex,173.1687,7.9,0.0001,0.709,True,0.7007,0.0034,20,True,"All agree"
Slc45a3,Other,0.7011,0.6817,Complex,260.1846,3.62,0,0.8562,True,-0.7636,0.0014,24,True,"All agree"
Elk4,Other,0.5674,0.0982,Real,22.9219,19.22,0.7264,0.0436,False,-0.146,1,20,False,"AR(2) unique"
Lemd1,Other,0.757,0.3699,Complex,0.3721,14.02,0.3503,0.1394,False,0.3367,1,28,False,"AR(2) unique"
Mir135b,Other,0.3191,0.0377,Complex,0.8026,15.88,0.7195,0.0448,False,-0.1905,1,24,False,"All agree: none"
Klhdc8a,Other,0.562,0.2834,Real,7.9385,2.8,0.0007,0.6073,True,0.5548,0.0504,24,False,"Partial"
Nuak2,Other,0.1553,0.0048,Complex,40.6913,7.29,0.0938,0.2863,False,0.3723,1,20,False,"All agree: none"
Dstyk,Other,0.6734,0.1951,Real,14.7873,0.5,0.0183,0.4163,True,0.4436,0.351,24,False,"Partial"
Rbbp5,Other,0.3143,0.1332,Real,32.0105,1.41,0.0164,0.424,True,0.5548,0.0504,24,False,"Rhythm-only"
Tmem81,Other,0.6134,0.1443,Real,3.5213,5.21,0.4237,0.1144,False,-0.2868,1,28,False,"AR(2) unique"
Gm10538,Other,0.735,0.249,Real,3.1457,13.9,0.251,0.1836,False,-0.2353,1,24,False,"AR(2) unique"
Lrrn2,Other,0.4889,0.0396,Real,5.9,12.9,0.4026,0.1211,False,0.2545,1,28,False,"All agree: none"
Pik3c2b,Other,0.3855,0.021,Real,10.8694,1.23,0.2325,0.193,False,0.3461,1,20,False,"All agree: none"
Ppp1r15b,Other,0.3282,0.2195,Complex,36.5121,8.17,0.0028,0.5382,True,-0.56,0.0444,24,True,"Rhythm-only"
Plekha6,Other,0.3082,0.0863,Real,64.434,17.57,0.0707,0.3115,False,-0.4307,0.4435,20,False,"All agree: none"
Golt1a,Other,0.4467,0.0628,Real,23.2634,3.41,0.0114,0.4495,True,-0.4627,0.2619,24,False,"Rhythm-only"
Kiss1,Other,0.1643,0.0022,Real,5.3694,13.54,0.1415,0.2458,False,0.3766,1,28,False,"All agree: none"
Etnk2,Other,0.4473,0.5131,Complex,593.4641,12.56,0,0.7403,True,-0.6473,0.0084,24,True,"Rhythm-only"
Gm10537,Other,0.7278,0.1912,Real,4.2526,13.12,0.1995,0.2105,False,-0.2857,1,20,False,"AR(2) unique"
Fmod,Other,0.4679,0.2011,Complex,1.2453,12.58,0.7356,0.042,False,0.1785,1,28,False,"All agree: none"
Chit1,Other,0.4634,0.056,Complex,0.3677,11.59,0.5815,0.073,False,-0.256,1,24,False,"All agree: none"
Chil1,Other,0.4509,0.0551,Real,0.212,9.65,0.9925,0.001,False,0.1348,1,28,False,"All agree: none"
Mybph,Other,0.8669,0.4277,Real,5.7731,13.79,0.0963,0.2838,False,-0.3942,0.7717,24,False,"AR(2) unique"
Myog,Other,0.4186,0.025,Complex,1.3256,11.73,0.3506,0.1392,False,-0.2721,1,24,False,"All agree: none"
4933406M09Rik,Other,0.4434,0.0558,Real,1.1794,12.64,0.2545,0.1818,False,-0.3111,1,24,False,"All agree: none"
Cyb5r1,Other,0.6618,0.136,Real,20.4593,17.34,0.012,0.4462,True,-0.5667,0.0421,20,True,"All agree"
Adipor1,Other,0.5698,0.0879,Real,52.6543,10.35,0.057,0.3301,False,-0.3927,0.7717,24,False,"AR(2) unique"
Klhl12,Other,0.7408,0.2592,Real,11.4005,22.52,0.3587,0.1363,False,0.2327,1,24,False,"AR(2) unique"
Rabif,Other,0.3105,0.0209,Real,24.2917,4.92,0.5121,0.09,False,0.2962,1,20,False,"All agree: none"
Kdm5b,Other,0.6829,0.2072,Real,80.1849,24,0.0009,0.5952,True,0.5256,0.0869,24,False,"Partial"
Syt2,Other,0.3748,0.0218,Real,1.9551,12.2,0.2451,0.1866,False,-0.2711,1,24,False,"All agree: none"
Ube2t,Other,0.522,0.0681,Real,0.6185,22.96,0.2119,0.2039,False,0.3321,1,24,False,"AR(2) unique"
Gm10535,Other,0.655,0.1384,Real,5.0767,14.91,0.3607,0.1356,False,0.2691,1,28,False,"AR(2) unique"
Ptpn7,Other,0.4275,0.0494,Complex,2.6739,17.77,0.5122,0.09,False,0.2377,1,28,False,"All agree: none"
Arl8a,Other,0.6272,0.092,Real,63.8811,19.53,0.0318,0.3764,True,0.4655,0.245,24,False,"Partial"
Lmod1,Other,0.1222,0.0162,Complex,1.3895,16.11,0.8303,0.0256,False,-0.0876,1,20,False,"All agree: none"
Gm4793,Other,0.333,0.0175,Real,2.7201,14.05,0.0341,0.3708,True,-0.4936,0.1592,24,False,"Rhythm-only"
Csrp1,Other,0.4125,0.0334,Real,28.9915,23.79,0.0344,0.3702,True,0.4088,0.621,24,False,"Rhythm-only"
Phlda3,Other,0.5987,0.139,Complex,3.5777,19.72,0.3234,0.1507,False,0.2606,1,28,False,"AR(2) unique"
Tnni1,Other,0.5473,0.095,Complex,0.9623,1.88,0.8199,0.0273,False,0.1945,1,20,False,"AR(2) unique"
Lad1,Other,0.4826,0.3866,Real,33.5248,4.12,0.0001,0.7077,True,0.6448,0.0092,24,True,"Rhythm-only"
Tnnt2,Other,0.4274,0.0342,Complex,1.9667,16.61,0.6786,0.0527,False,0.2836,1,28,False,"All agree: none"
Tmem9,Other,0.5357,0.1141,Real,3.0319,22.35,0.6393,0.0606,False,0.1964,1,24,False,"AR(2) unique"
Ascl5,Other,0.5442,0.1195,Complex,3.6063,14.21,0.558,0.0785,False,0.24,1,28,False,"AR(2) unique"
Cacna1s,Other,0.21,0.0036,Real,1.722,13.65,0.3146,0.1543,False,0.3169,1,28,False,"All agree: none"
Kif21b,Other,0.2141,0.0042,Complex,2.5971,17.35,0.109,0.2717,False,0.3521,1,28,False,"All agree: none"
Ddx59,Other,0.4109,0.0332,Real,5.245,21.96,0.2284,0.195,False,0.3388,1,24,False,"All agree: none"
Kif14,Other,0.394,0.0467,Complex,0.2187,12.14,0.7574,0.0382,False,-0.2026,1,20,False,"All agree: none"
Zfp281,Other,0.5303,0.1446,Complex,74.2769,14.55,0.3472,0.1407,False,-0.24,1,20,False,"AR(2) unique"
Hmbs,Other,0.7042,0.155,Real,87.3231,22.98,0.0183,0.4164,True,0.4364,0.3955,24,False,"Partial"
A130050O07Rik,Other,0.2712,0.0831,Real,0.9738,14.23,0.2489,0.1846,False,-0.31,1,20,False,"All agree: none"
Mir181a-1,Other,0.495,0.0635,Complex,0.2932,2.57,0.8809,0.0175,False,-0.3285,1,28,False,"All agree: none"
Mir181b-1,Other,0.4921,0.0746,Real,1.6494,14.7,0.6491,0.0585,False,-0.2962,1,20,False,"All agree: none"
Atp6v1g3,Other,0.3059,0.0083,Real,6.2182,13.64,0.1796,0.2218,False,-0.3443,1,24,False,"All agree: none"
Zbtb41,Other,0.3274,0.0619,Real,27.7619,14.97,0.276,0.1716,False,-0.3097,1,24,False,"All agree: none"
Aspm,Other,0.5508,0.074,Real,2.9589,14.11,0.1985,0.2111,False,-0.2952,1,20,False,"AR(2) unique"
F13b,Other,0.4846,0.1041,Real,206.2687,22.61,0.1771,0.2234,False,0.3971,0.7357,28,False,"All agree: none"
Kcnt2,Other,0.5699,0.1967,Complex,2.6567,16.11,0.2339,0.1923,False,-0.3869,0.8575,20,False,"AR(2) unique"
B3galt2,Other,0.211,0.0096,Complex,4.4908,15.64,0.4497,0.1067,False,-0.2962,1,20,False,"All agree: none"
Uchl5,Other,0.6962,0.1952,Real,32.0809,10.3,0.0362,0.3662,True,-0.3855,0.8575,24,False,"Partial"
Brinp3,Other,0.4439,0.0352,Real,2.6592,13.86,0.2414,0.1884,False,-0.422,0.5289,20,False,"All agree: none"
Ptgs2,Other,0.1528,0.0042,Real,1.9156,14.73,0.5722,0.0752,False,-0.245,1,20,False,"All agree: none"
Pdc,Other,0.7246,0.2605,Real,1.7276,15.26,0.264,0.1775,False,-0.2868,1,20,False,"AR(2) unique"
Tpr,Other,0.7534,0.2123,Real,67.7202,19.02,0.0057,0.495,True,-0.5263,0.083,28,False,"Partial"
3110040M04Rik,Other,0.5961,0.1033,Real,8.2697,14.74,0.2396,0.1891,False,-0.2815,1,24,False,"AR(2) unique"
Ivns1abp,Other,0.5401,0.5357,Complex,221.9661,11.04,0,0.7729,True,-0.6909,0.0039,24,True,"All agree"
Trmt1l,Other,0.6136,0.1221,Real,73.847,5.03,0.0084,0.4696,True,-0.5455,0.0574,24,False,"Partial"
Fam129a,Other,0.6181,0.1613,Real,12.986,2.1,0.0337,0.3717,True,0.4453,0.351,24,False,"Partial"
Edem3,Other,0.326,0.0105,Real,92.296,11.11,0.1063,0.2745,False,-0.3709,1,24,False,"All agree: none"
