Gene,Category,AR2_Eigenvalue,AR2_R2,AR2_RootType,Cosinor_Amplitude,Cosinor_Phase,Cosinor_qValue,Cosinor_R2,Cosinor_Rhythmic,JTK_Tau,JTK_qValue,JTK_Period,JTK_Rhythmic,Agreement
Axl,Other,0.5031,0.1053,Real,19.6136,4.9,0.4844,0.0973,False,-0.2255,1,24,False,"AR(2) unique"
Cyp2s1,Other,0.0963,0.0257,Complex,4.1153,13.72,0.058,0.3288,False,0.4727,0.217,28,False,"All agree: none"
Rpl37a,Other,0.41,0.1264,Real,131.6585,13.81,0.0459,0.3476,True,-0.5282,0.0827,28,False,"Rhythm-only"
Nlrp9c,Other,0.7537,0.2809,Real,0.9311,13.57,0.2674,0.176,False,-0.2868,1,24,False,"AR(2) unique"
Vmn1r185,Other,0.4623,0.0413,Real,1.9504,12.87,0.2192,0.1996,False,0.3066,1,24,False,"All agree: none"
Cyp2b23,Other,0.5266,0.0795,Real,1.9618,16.37,0.4946,0.0945,False,-0.3242,1,24,False,"AR(2) unique"
Cyp2a22,Other,0.4456,0.0817,Complex,3.2001,21.73,0.5255,0.0864,False,0.3315,1,20,False,"All agree: none"
Egln2,Other,0.5861,0.121,Real,61.3076,14.03,0.0155,0.4284,True,-0.438,0.3955,24,False,"Partial"
Rab4b,Other,0.5201,0.1065,Real,39.9209,0.83,0.0077,0.4754,True,0.5329,0.0763,24,False,"Partial"
Mia,Other,0.5293,0.1984,Complex,0.314,2.06,0.8372,0.0244,False,-0.1402,1,28,False,"AR(2) unique"
Snrpa,Other,0.7079,0.1973,Real,77.0517,4.11,0.0042,0.5131,True,0.4845,0.1799,24,False,"Partial"
Itpkc,Other,0.6557,0.2223,Real,3.6297,11.55,0.6569,0.057,False,-0.2482,1,28,False,"AR(2) unique"
Ltbp4,Other,0.6772,0.1827,Real,21.0258,2.18,0.3559,0.1372,False,0.2295,1,24,False,"AR(2) unique"
Shkbp1,Other,0.6757,0.1938,Real,23.464,1.61,0.0065,0.4864,True,0.5594,0.0481,24,True,"All agree"
Sptbn4,Other,0.3571,0.0238,Real,0.4755,10.66,0.9234,0.011,False,-0.1938,1,20,False,"All agree: none"
Pld3,Other,0.6319,0.1439,Real,33.349,1.49,0.0525,0.3371,False,-0.4073,0.621,24,False,"AR(2) unique"
Map3k10,Other,0.2001,0.0446,Complex,4.515,1.76,0.5053,0.0918,False,0.1758,1,20,False,"All agree: none"
Zfp974,Other,0.2869,0.0067,Real,2.5694,0.54,0.2353,0.1915,False,0.2732,1,20,False,"All agree: none"
Zfp780b,Other,0.5836,0.105,Real,17.2811,3,0.3007,0.1604,False,-0.3013,1,28,False,"AR(2) unique"
Zfp850,Other,0.5393,0.0748,Real,1.7086,12.52,0.3771,0.1297,False,-0.2637,1,20,False,"AR(2) unique"
Psmc4,Other,0.2399,0.1538,Complex,81.9898,2.25,0.0433,0.3521,True,0.4655,0.245,20,False,"Rhythm-only"
BC089491,Other,0.6779,0.1793,Real,0.8575,11.57,0.5878,0.0716,False,-0.3162,1,28,False,"AR(2) unique"
Dll3,Other,0.232,0.0061,Complex,0.3614,16.95,0.9427,0.0083,False,0.1133,1,28,False,"All agree: none"
Timm50,Other,0.7639,0.3322,Real,18.8888,7.18,0.4622,0.1032,False,-0.2836,1,24,False,"AR(2) unique"
Supt5,Other,0.3925,0.0603,Complex,31.2046,2.34,0.5133,0.0898,False,0.2263,1,20,False,"All agree: none"
Plekhg2,Other,0.1922,0.0069,Real,4.9651,4.58,0.099,0.281,False,-0.4291,0.4435,24,False,"All agree: none"
Zfp36,Other,0.2968,0.0646,Real,74.0148,18.18,0.1105,0.2703,False,0.4278,0.4719,28,False,"All agree: none"
Med29,Other,0.2581,0.0043,Real,31.9996,6.09,0.1592,0.234,False,0.4234,0.4977,20,False,"All agree: none"
Samd4b,Other,0.4876,0.1373,Real,11.8294,20.9,0.4334,0.1115,False,0.2109,1,24,False,"All agree: none"
Ifnl2,Other,0.7865,0.3128,Real,38.0537,12.78,0.1233,0.2599,False,-0.3869,0.8575,24,False,"AR(2) unique"
Nccrp1,Other,0.7861,0.4236,Real,1.6579,13.06,0.704,0.0477,False,0.16,1,28,False,"AR(2) unique"
Pak4,Other,0.3644,0.0315,Real,5.8925,2.26,0.5504,0.0804,False,0.2044,1,24,False,"All agree: none"
Acp7,Other,0.528,0.0815,Real,1.1885,18.84,0.6853,0.0514,False,0.2482,1,28,False,"AR(2) unique"
Mrps12,Other,0.4732,0.0892,Real,11.3166,7.77,0.208,0.2061,False,-0.2691,1,24,False,"All agree: none"
Nfkbib,Other,0.7176,0.2613,Real,108.9122,1.27,0.0005,0.6215,True,0.5986,0.0223,24,True,"All agree"
Gm10648,Other,0.5973,0.1624,Real,1.2798,14.94,0.6848,0.0515,False,-0.2873,1,20,False,"AR(2) unique"
Actn4,Other,0.675,0.2568,Real,278.0655,2.92,0,0.7217,True,-0.72,0.0024,24,True,"All agree"
Eif3k,Other,0.6738,0.2829,Real,52.0125,4.09,0.0725,0.3094,False,0.3971,0.7357,24,False,"AR(2) unique"
Ryr1,Other,0.2281,0.0113,Real,0.8337,11.14,0.7019,0.0482,False,0.3119,1,28,False,"All agree: none"
Fam98c,Other,0.4402,0.0592,Real,7.5401,22.41,0.649,0.0586,False,0.2409,1,28,False,"All agree: none"
Spred3,Other,0.5531,0.1171,Real,1.4422,15.5,0.8329,0.0252,False,0.1633,1,28,False,"AR(2) unique"
Psmd8,Other,0.4478,0.0283,Real,73.5685,6.27,0.0545,0.3339,False,0.4015,0.6938,20,False,"All agree: none"
Kcnk6,Other,0.5338,0.0723,Real,22.0617,1.29,0.0345,0.37,True,0.4307,0.4435,24,False,"Partial"
2200002D01Rik,Other,0.5543,0.0686,Real,11.491,5.86,0.2768,0.1712,False,-0.2909,1,24,False,"AR(2) unique"
Spint2,Other,0.1918,0.0612,Complex,43.8165,1.36,0.0825,0.2977,False,0.4526,0.3108,24,False,"All agree: none"
Sipa1l3,Other,0.6729,0.2144,Complex,4.6858,3.01,0.5316,0.085,False,0.2011,1,24,False,"AR(2) unique"
Zfp940,Other,0.3657,0.0533,Real,2.8392,5.04,0.0632,0.3214,False,0.5448,0.0621,20,False,"All agree: none"
Zfp27,Other,0.2358,0.051,Complex,10.5611,5.18,0.5606,0.0779,False,0.219,1,20,False,"All agree: none"
Zfp74,Other,0.5085,0.1432,Real,20.7697,4.29,0.0015,0.5706,True,-0.6033,0.0212,24,True,"All agree"
Zfp14,Other,0.2027,0.0022,Real,4.9548,4.48,0.2119,0.2039,False,-0.3097,1,24,False,"All agree: none"
Zfp82,Other,0.604,0.1144,Complex,0.2405,20.99,0.4559,0.1049,False,0.2323,1,24,False,"AR(2) unique"
Zfp566,Other,0.6204,0.1515,Real,2.5203,3.13,0.6874,0.051,False,0.1971,1,20,False,"AR(2) unique"
Zfp146,Other,0.662,0.2686,Real,12.6275,0.54,0.8118,0.0286,False,-0.1818,1,28,False,"AR(2) unique"
Capns1,Other,0.45,0.2142,Real,150.4479,4.32,0.0269,0.3886,True,-0.5336,0.0724,28,False,"Rhythm-only"
Tbcb,Other,0.0705,0.0118,Complex,18.1799,3.62,0.368,0.133,False,0.3139,1,20,False,"All agree: none"
Ovol3,Other,0.2096,0.0193,Real,2.4719,12.43,0.6655,0.0553,False,0.2982,1,28,False,"All agree: none"
Wdr62,Other,0.3544,0.0323,Real,4.2011,14.64,0.037,0.3645,True,-0.4162,0.586,24,False,"Rhythm-only"
Sdhaf1,Other,0.7046,0.1951,Real,50.3063,7.93,0.0014,0.5754,True,-0.5891,0.0257,24,True,"All agree"
Lrfn3,Other,0.5507,0.2901,Real,20.7979,3.29,0.0002,0.6695,True,0.5839,0.0296,24,True,"All agree"
Hcst,Other,0.6354,0.2449,Real,4.3466,15.28,0.5687,0.076,False,0.1673,1,28,False,"AR(2) unique"
Aplp1,Other,0.5121,0.0686,Real,1.8148,12.42,0.7219,0.0444,False,-0.1858,1,24,False,"AR(2) unique"
Kirrel2,Other,0.2118,0.0052,Real,2.3615,16.19,0.5603,0.0779,False,0.3273,1,28,False,"All agree: none"
Arhgap33,Other,0.3867,0.1534,Complex,1.252,16.47,0.5105,0.0905,False,0.2327,1,28,False,"All agree: none"
Proser3,Other,0.671,0.2082,Real,10.8756,1.7,0.0042,0.5138,True,0.5402,0.0663,24,False,"Partial"
Lin37,Other,0.4909,0.1097,Real,12.2256,22.76,0.3167,0.1534,False,0.4278,0.4719,28,False,"All agree: none"
Kmt2b,Other,0.3124,0.2568,Complex,7.3185,21.51,0.7452,0.0404,False,0.1527,1,24,False,"All agree: none"
Zbtb32,Other,0.6117,0.1825,Complex,1.8667,9.79,0.804,0.0299,False,-0.2312,1,20,False,"AR(2) unique"
Upk1a,Other,0.6725,0.1243,Real,3.5699,11.46,0.1278,0.2561,False,-0.3709,1,24,False,"AR(2) unique"
Cox6b1,Other,0.5285,0.1301,Real,237.2623,12.39,0.0037,0.5214,True,-0.5964,0.0223,24,True,"All agree"
Etv2,Other,0.1097,0.0019,Complex,1.496,23.41,0.3432,0.1423,False,0.3247,1,28,False,"All agree: none"
Rbm42,Other,0.551,0.1067,Real,19.0898,5.41,0.405,0.1203,False,0.2482,1,20,False,"AR(2) unique"
Pmis2,Other,0.4812,0.0779,Real,0.1703,12.07,0.9441,0.0081,False,0.0882,1,20,False,"All agree: none"
Tmem147,Other,0.5986,0.1948,Real,137.8904,2.64,0.0014,0.5745,True,0.5986,0.0223,20,True,"All agree"
Gapdhs,Other,0.4994,0.0734,Complex,0.2127,16.92,0.9775,0.0033,False,0.1898,1,28,False,"All agree: none"
Ffar2,Other,0.5973,0.1229,Complex,1.0235,17.91,0.7641,0.0369,False,-0.1725,1,20,False,"AR(2) unique"
Ffar3,Other,0.8504,0.3378,Real,1.7441,12.63,0.3123,0.1553,False,-0.2418,1,28,False,"AR(2) unique"
Ffar1,Other,0.4157,0.1213,Complex,0.9955,17.89,0.1752,0.2245,False,0.3547,1,24,False,"All agree: none"
Cd22,Other,0.4964,0.0641,Complex,0.718,21.41,0.9084,0.0134,False,0.106,1,20,False,"All agree: none"
Mag,Other,0.5342,0.0735,Complex,1.3475,10.53,0.5905,0.071,False,0.2514,1,28,False,"AR(2) unique"
Hamp2,Other,0.4263,0.0316,Real,12.2296,11.36,0.8797,0.0176,False,0.2359,1,28,False,"All agree: none"
Hamp,Other,0.2797,0.0074,Real,713.3766,11.18,0.164,0.2311,False,0.3345,1,28,False,"All agree: none"
Usf2,Other,0.5446,0.3205,Real,68.5497,15.89,0.0002,0.6567,True,-0.6667,0.0062,24,True,"All agree"
Lsr,Other,0.7737,0.7587,Complex,330.3193,3.8,0,0.8774,True,0.7323,0.0022,24,True,"All agree"
Fxyd5,Other,0.5352,0.0773,Real,37.488,22.77,0.0209,0.4068,True,0.4582,0.2761,24,False,"Partial"
Fxyd7,Other,0.4181,0.0459,Real,1.5242,22.73,0.5955,0.0699,False,0.1758,1,28,False,"All agree: none"
Fxyd1,Other,0.5448,0.3258,Real,235.4354,2.69,0.0003,0.6458,True,0.6278,0.0127,24,True,"All agree"
Fxyd3,Other,0.5228,0.0786,Complex,2.3646,13.4,0.4566,0.1047,False,-0.2222,1,20,False,"AR(2) unique"
Hpn,Other,0.4082,0.046,Complex,75.63,13.93,0.0825,0.2978,False,-0.365,1,28,False,"All agree: none"
Scn1b,Other,0.5327,0.0966,Complex,4.539,13.2,0.3839,0.1273,False,0.2691,1,28,False,"AR(2) unique"
Gramd1a,Other,0.661,0.1679,Real,8.1212,18.12,0.5888,0.0714,False,0.293,1,28,False,"AR(2) unique"
Scgb1b2,Other,0.4157,0.0773,Real,0.2718,12.62,0.7109,0.0465,False,-0.1811,1,20,False,"All agree: none"
Scgb2b23-ps,Other,0.3032,0.0843,Real,0.1408,1.4,0.7199,0.0448,False,0.261,1,20,False,"All agree: none"
Scgb2b24,Other,0.2373,0.0061,Complex,0.6268,21.9,0.7093,0.0467,False,0.3088,1,28,False,"All agree: none"
Scgb2b27,Other,0.2026,0.002,Complex,0.4081,0.84,0.3056,0.1582,False,0.3057,1,24,False,"All agree: none"
Wtip,Other,0.5018,0.0511,Real,4.1884,8.51,0.4949,0.0944,False,0.3327,1,20,False,"AR(2) unique"
Uba2,Other,0.8373,0.4895,Real,18.8725,15.72,0.6784,0.0528,False,-0.1712,1,24,False,"AR(2) unique"
Pdcd2l,Other,0.6747,0.169,Real,26.394,20.98,0.0463,0.347,True,0.4727,0.217,24,False,"Partial"
Gpi1,Other,0.6863,0.2747,Real,319.5127,8.3,0.0001,0.686,True,-0.6473,0.0084,24,True,"All agree"
4931406P16Rik,Other,0.6559,0.141,Real,39.6965,20.14,0.0052,0.5007,True,0.5455,0.0574,24,False,"Partial"
Lsm14a,Other,0.6052,0.1206,Real,26.7125,23.51,0.2152,0.202,False,0.3839,0.9062,28,False,"AR(2) unique"
Kctd15,Other,0.275,0.0089,Complex,3.0497,19.65,0.7372,0.0418,False,0.2336,1,20,False,"All agree: none"
Chst8,Other,0.5099,0.0883,Real,3.5134,14.59,0.1659,0.2299,False,0.3491,1,28,False,"AR(2) unique"
Cebpg,Other,0.3829,0.019,Real,37.4727,8.27,0.1185,0.2635,False,0.4103,0.621,20,False,"All agree: none"
Lrp3,Other,0.7235,0.2171,Real,22.4572,9.84,0.0532,0.3361,False,-0.4,0.6938,24,False,"AR(2) unique"
Wdr88,Other,0.3409,0.0168,Complex,0.6653,3.31,0.3213,0.1514,False,0.3413,1,20,False,"All agree: none"
Gpatch1,Other,0.6653,0.1774,Real,14.4972,0.86,0.1338,0.2515,False,0.3443,1,24,False,"AR(2) unique"
Faap24,Other,0.2427,0.0035,Complex,10.0303,2.29,0.1989,0.2108,False,0.292,1,24,False,"All agree: none"
Tdrd12,Other,0.3688,0.0649,Real,0.5782,10.54,0.4948,0.0945,False,-0.455,0.3108,28,False,"All agree: none"
Nudt19,Other,0.477,0.0443,Real,56.1426,8.03,0.3864,0.1265,False,-0.32,1,24,False,"All agree: none"
Rgs9bp,Other,0.2977,0.0061,Real,2.2905,14.06,0.5372,0.0835,False,0.3345,1,28,False,"All agree: none"
Dpy19l3,Other,0.2754,0.1134,Complex,53.3787,0.86,0.2752,0.172,False,-0.3127,1,24,False,"All agree: none"
Zfp507,Other,0.3421,0.0223,Real,28.3449,3.52,0.0596,0.3263,False,-0.4145,0.5568,24,False,"All agree: none"
Zfp536,Other,0.2525,0.0323,Real,0.5004,8.28,0.5601,0.078,False,0.2148,1,20,False,"All agree: none"
Uri1,Other,0.3905,0.3406,Real,119.1697,16.49,0.0008,0.6015,True,0.5382,0.0663,24,False,"Rhythm-only"
Ccne1,Target,0.4017,0.4022,Complex,41.4279,14.08,0,0.7277,True,-0.623,0.0139,24,True,"Rhythm-only"
Plekhf1,Other,0.5041,0.0695,Real,37.0277,15.05,0.013,0.4406,True,-0.521,0.094,24,False,"Partial"
Pop4,Other,0.6264,0.2101,Real,77.979,22.08,0.0003,0.6473,True,0.56,0.0444,24,True,"All agree"
AI987944,Other,0.7244,0.2192,Real,25.3602,19.34,0.1285,0.2555,False,0.3636,1,24,False,"AR(2) unique"
Vmn2r-ps57,Other,0.4182,0.0537,Real,0.2544,14.46,0.862,0.0204,False,-0.1757,1,20,False,"All agree: none"
4933421I07Rik,Other,0.3807,0.0274,Real,1.7403,15.38,0.3984,0.1224,False,-0.3443,1,28,False,"All agree: none"
Zfp975,Other,0.7734,0.2789,Real,20.0215,0.27,0.1572,0.2355,False,0.2836,1,24,False,"AR(2) unique"
Zfp715,Other,0.7575,0.2996,Real,3.1283,20.43,0.8603,0.0207,False,-0.1745,1,28,False,"AR(2) unique"
Iglon5,Other,0.1813,0.006,Complex,3.1712,14.22,0.2325,0.1931,False,0.3679,1,28,False,"All agree: none"
4931406B18Rik,Other,0.5009,0.1216,Real,1.5376,13.27,0.3321,0.147,False,-0.2774,1,20,False,"AR(2) unique"
Gm2511,Other,0.2057,0.0376,Real,1.6468,13.64,0.3682,0.133,False,0.3114,1,28,False,"All agree: none"
Cd33,Other,0.2591,0.1764,Complex,4.679,23.67,0.0237,0.3979,True,-0.5647,0.0421,28,True,"Rhythm-only"
Siglece,Other,0.599,0.1481,Real,21.0586,1.07,0.0647,0.3193,False,0.4117,0.5915,20,False,"AR(2) unique"
Gm10109,Other,0.5829,0.1202,Complex,0.3294,20.13,0.9879,0.0017,False,-0.128,1,20,False,"AR(2) unique"
1700028J19Rik,Other,0.374,0.0199,Complex,2.9836,13.37,0.6093,0.0669,False,0.24,1,28,False,"All agree: none"
Acpt,Other,0.6385,0.1409,Real,2.8719,14.14,0.6908,0.0503,False,0.2795,1,28,False,"AR(2) unique"
Clec11a,Other,0.4735,0.1004,Complex,2.4054,2.49,0.7579,0.0381,False,0.2555,1,20,False,"All agree: none"
1700008O03Rik,Other,0.5345,0.0906,Complex,1.3408,7.69,0.7138,0.0459,False,0.2784,1,20,False,"AR(2) unique"
Emc10,Other,0.1592,0.0035,Real,37.9293,1.63,0.1527,0.2383,False,0.3066,1,24,False,"All agree: none"
Mybpc2,Other,0.5207,0.091,Complex,0.5181,8.25,0.8936,0.0155,False,-0.1612,1,28,False,"AR(2) unique"
Spib,Other,0.5926,0.352,Complex,1.1477,19.83,0.6676,0.0549,False,0.2941,1,20,False,"AR(2) unique"
Pold1,Other,0.4926,0.0682,Complex,5.4614,2.64,0.3827,0.1277,False,0.3736,1,20,False,"All agree: none"
Nr1h2,Other,0.5409,0.0849,Real,51.7826,20.32,0.0062,0.4894,True,0.56,0.0444,24,True,"All agree"
Myh14,Other,0.3589,0.0322,Complex,13.4765,23.33,0.059,0.3273,False,0.3461,1,24,False,"All agree: none"
Zfp473,Other,0.3668,0.1485,Real,0.4877,0.45,0.8037,0.03,False,0.1978,1,20,False,"All agree: none"
Atf5,Other,0.7078,0.7736,Complex,146.1357,23.94,0,0.7951,True,0.6836,0.0044,24,True,"All agree"
Tbc1d17,Other,0.6473,0.1427,Real,77.6523,17.01,0.0103,0.4562,True,0.48,0.1901,24,False,"Partial"
Ptov1,Other,0.6159,0.1589,Real,52.4299,3.85,0.0165,0.4239,True,0.4307,0.4435,24,False,"Partial"
Med25,Other,0.596,0.1297,Real,26.8681,22.81,0.0684,0.3146,False,0.4088,0.621,28,False,"AR(2) unique"
D7Bwg0826e,Other,0.4493,0.032,Real,1.8823,14.47,0.5817,0.073,False,0.3127,1,28,False,"All agree: none"
Ap2a1,Other,0.4042,0.1091,Real,32.1359,12.99,0.0076,0.4763,True,-0.5018,0.1297,24,False,"Rhythm-only"
Cpt1c,Other,0.2276,0.029,Complex,0.6343,16.47,0.8234,0.0268,False,-0.1207,1,20,False,"All agree: none"
Prmt1,Other,0.3247,0.009,Real,3.7841,7.72,0.4748,0.0998,False,0.3066,1,20,False,"All agree: none"
Bcl2l12,Other,0.2732,0.0462,Real,11.2337,1.85,0.0183,0.4164,True,0.4453,0.351,24,False,"Rhythm-only"
Scaf1,Other,0.33,0.0116,Complex,3.6548,23.48,0.8577,0.0211,False,0.2459,1,28,False,"All agree: none"
Prr12,Other,0.0595,0.0079,Complex,7.5024,21.17,0.2115,0.2042,False,0.2982,1,24,False,"All agree: none"
Prrg2,Other,0.6292,0.1695,Real,2.0414,1.44,0.769,0.036,False,0.1566,1,20,False,"AR(2) unique"
Rcn3,Other,0.5057,0.0554,Real,6.6198,0.96,0.162,0.2323,False,0.3898,0.8177,20,False,"AR(2) unique"
Rps11,Other,0.4067,0.0315,Real,109.0568,6.77,0.1354,0.2504,False,0.4132,0.5915,20,False,"All agree: none"
Snord35b,Other,0.6859,0.2529,Real,173.4737,14.92,0.0001,0.6897,True,0.5964,0.0223,24,True,"All agree"
Snord35a,Other,0.4847,0.0835,Complex,21.0467,7.82,0.8683,0.0195,False,0.073,1,20,False,"All agree: none"
Snord33,Other,0.4516,0.0164,Real,32.9195,12.49,0.4456,0.1079,False,0.2182,1,28,False,"All agree: none"
Flt3l,Other,0.4737,0.2272,Real,26.7372,2.38,0.0011,0.5887,True,0.623,0.0139,24,True,"Rhythm-only"
Aldh16a1,Other,0.471,0.0501,Complex,5.1723,9.52,0.7072,0.0471,False,0.2336,1,20,False,"All agree: none"
Ccdc155,Other,0.2396,0.0772,Complex,0.8899,11.86,0.7017,0.0482,False,0.2473,1,28,False,"All agree: none"
Dkkl1,Other,0.2473,0.0093,Complex,0.6931,21.03,0.6592,0.0566,False,0.1284,1,20,False,"All agree: none"
Cd37,Other,0.3798,0.2117,Complex,3.1378,22.28,0.7011,0.0484,False,0.2784,1,28,False,"All agree: none"
Trpm4,Other,0.4122,0.0547,Complex,0.1101,14.35,0.9974,0.0004,False,-0.1905,1,20,False,"All agree: none"
Ppfia3,Other,0.2568,0.0328,Real,2.0887,9.3,0.6069,0.0675,False,-0.1832,1,28,False,"All agree: none"
Lin7b,Other,0.7694,0.2489,Real,8.0266,12.94,0.0191,0.4133,True,0.4909,0.1674,28,False,"Partial"
Snrnp70,Other,0.7386,0.2619,Real,19.1573,12.31,0.4194,0.1156,False,-0.365,1,24,False,"AR(2) unique"
Ruvbl2,Other,0.4594,0.1174,Real,15.6243,2.63,0.0095,0.4615,True,0.596,0.0242,20,True,"Rhythm-only"
Bax,Target,0.3916,0.1974,Real,2.415,5.64,0.7718,0.0354,False,0.1172,1,20,False,"All agree: none"
Dhdh,Other,0.5111,0.2821,Complex,198.0573,19.35,0.0177,0.4188,True,-0.4863,0.1798,20,False,"Partial"
Nucb1,Other,0.6597,0.161,Real,33.9205,23.86,0.2189,0.1998,False,0.2618,1,24,False,"AR(2) unique"
Ppp1r15a,Other,0.5581,0.086,Real,3.9209,17.32,0.2347,0.1917,False,0.4,0.6938,28,False,"AR(2) unique"
Fgf21,Other,0.58,0.0968,Real,1.6501,15.55,0.27,0.1746,False,0.3709,1,28,False,"AR(2) unique"
Fut2,Other,0.3531,0.0118,Real,3.0253,12.54,0.1538,0.2376,False,-0.3461,1,24,False,"All agree: none"
Sec1,Other,0.7031,0.2536,Real,3.6011,16.27,0.392,0.1246,False,0.2482,1,28,False,"AR(2) unique"
Sphk2,Other,0.5605,0.3265,Complex,84.7745,0.74,0.004,0.5161,True,0.5302,0.0826,24,False,"Partial"
Spaca4,Other,0.4175,0.0306,Complex,6.0877,12.96,0.4606,0.1036,False,0.2545,1,28,False,"All agree: none"
Sult2b1,Other,0.4663,0.0631,Complex,0.7185,14.7,0.5229,0.0872,False,0.21,1,28,False,"All agree: none"
Gm5897,Other,0.4098,0.033,Complex,1.1723,15.99,0.4109,0.1185,False,0.3285,1,28,False,"All agree: none"
Cyth2,Other,0.5899,0.0964,Real,14.5568,18.34,0.1778,0.2229,False,-0.3739,1,28,False,"AR(2) unique"
Kcnj14,Other,0.5584,0.1162,Complex,1.0578,4.34,0.8375,0.0243,False,0.2545,1,28,False,"AR(2) unique"
Grwd1,Other,0.388,0.0202,Real,7.6962,7.33,0.5747,0.0746,False,0.3139,1,20,False,"All agree: none"
Grin2d,Other,0.5249,0.0555,Real,0.545,18.32,0.7852,0.0332,False,0.2637,1,20,False,"AR(2) unique"
Syngr4,Other,0.4658,0.2277,Complex,0.5308,11.62,0.7912,0.032,False,0.2418,1,28,False,"All agree: none"
Emp3,Other,0.4589,0.0582,Real,5.5263,0.74,0.2241,0.1972,False,0.362,1,24,False,"All agree: none"
Abcc6,Other,0.4121,0.0335,Real,68.8332,20.86,0.2359,0.1911,False,0.3285,1,20,False,"All agree: none"
Kcnj11,Other,0.2126,0.0526,Complex,2.0002,19.33,0.445,0.1081,False,0.3139,1,24,False,"All agree: none"
Abcc8,Other,0.3457,0.0686,Complex,3.9977,14.32,0.311,0.1558,False,0.4029,0.6621,28,False,"All agree: none"
Ush1c,Other,0.8589,0.4237,Real,2.5995,15.37,0.1756,0.2243,False,0.4117,0.5915,28,False,"AR(2) unique"
Sergef,Other,0.4756,0.0532,Complex,5.1543,9.15,0.2158,0.2016,False,-0.3577,1,24,False,"All agree: none"
Tph1,Other,0.1359,0.0006,Complex,0.271,5.91,0.7877,0.0327,False,-0.1107,1,24,False,"All agree: none"
Saal1,Other,0.1805,0.0306,Real,13.9365,2.04,0.0464,0.3468,True,-0.4218,0.4977,28,False,"Rhythm-only"
Saa3,Other,0.4112,0.0308,Complex,17.7791,5.81,0.3839,0.1274,False,-0.3709,1,24,False,"All agree: none"
Saa4,Other,0.4185,0.2702,Complex,589.587,6.15,0.0039,0.5182,True,-0.4873,0.1674,24,False,"Rhythm-only"
Saa1,Other,0.4202,0.0552,Real,143.9778,6.51,0.5877,0.0716,False,-0.2432,1,28,False,"All agree: none"
Hps5,Other,0.6571,0.177,Real,23.0538,3.95,0.0434,0.352,True,-0.4772,0.2047,24,False,"Partial"
Spty2d1,Other,0.45,0.1639,Real,24.413,15.59,0.4657,0.1023,False,-0.2514,1,24,False,"All agree: none"
Ptpn5,Other,0.3466,0.0665,Complex,0.9297,13.07,0.9287,0.0102,False,0.2359,1,28,False,"All agree: none"
Mrgpra6,Other,0.4901,0.0605,Real,1.0322,0.32,0.1794,0.222,False,0.3259,1,24,False,"All agree: none"
Mrgpra1,Other,0.5843,0.0952,Real,1.9663,13.69,0.5376,0.0834,False,-0.2491,1,20,False,"AR(2) unique"
Mrgpra3,Other,0.5944,0.1626,Real,0.9314,13.17,0.7751,0.0348,False,-0.2711,1,20,False,"AR(2) unique"
Mrgpra4,Other,0.5354,0.0815,Real,2.4007,14.24,0.3104,0.1561,False,-0.2606,1,20,False,"AR(2) unique"
Mrgprx1,Other,0.2769,0.01,Complex,1.608,16.22,0.7559,0.0385,False,-0.1758,1,20,False,"All agree: none"
Mrgprb5,Other,0.5964,0.1109,Real,6.6559,12.93,0.2473,0.1855,False,-0.3035,1,20,False,"AR(2) unique"
Mrgprb4,Other,0.3169,0.0162,Real,2.7047,14,0.3425,0.1426,False,-0.3173,1,20,False,"All agree: none"
Mrgprb1,Other,0.2292,0.0044,Real,1.6287,14.11,0.5469,0.0812,False,-0.2353,1,20,False,"All agree: none"
Mrgprx2,Other,0.3008,0.0366,Real,1.9049,13.81,0.3242,0.1503,False,-0.2995,1,24,False,"All agree: none"
Mrgprb2,Other,0.2963,0.0136,Real,5.6777,13.7,0.3096,0.1564,False,-0.3766,1,24,False,"All agree: none"
Mrgprb3,Other,0.5234,0.0715,Real,1.749,13.29,0.7329,0.0425,False,-0.1898,1,20,False,"AR(2) unique"
Csrp3,Other,0.779,0.4078,Real,76.7616,21.37,0,0.7464,True,0.6545,0.0074,24,True,"All agree"
E2f8,Other,0.4907,0.1277,Real,30.0197,3.76,0.0024,0.546,True,0.572,0.0368,24,True,"Rhythm-only"
Dbx1,Other,0.0546,0.0008,Real,3.3381,10.94,0.1987,0.211,False,-0.3663,1,20,False,"All agree: none"
Fancf,Other,0.5646,0.2395,Complex,33.8707,1.01,0.0416,0.3555,True,0.4599,0.2761,24,False,"Partial"
Svip,Other,0.6262,0.1303,Real,29.8241,2.37,0.1927,0.2142,False,-0.3811,0.9077,28,False,"AR(2) unique"
Nipa2,Other,0.2954,0.0113,Real,6.5327,13.28,0.338,0.1447,False,-0.2962,1,24,False,"All agree: none"
Nipa1,Other,0.5608,0.262,Real,7.9022,23.16,0.0019,0.5579,True,0.6521,0.008,24,True,"All agree"
Gabrg3,Other,0.4874,0.0495,Real,4.4744,13.56,0.362,0.1351,False,-0.3004,1,20,False,"All agree: none"
Gabra5,Other,0.4267,0.0307,Real,2.1775,13.98,0.1909,0.2152,False,-0.3137,1,20,False,"All agree: none"
Snord115,Other,0.444,0.0453,Real,150.5796,14.08,0.3157,0.1538,False,-0.1752,1,20,False,"All agree: none"
