gene_id	eigenvalue	R2	beta1	beta2	complex	mean_expr	starvation_maintenance
ECB_01336	0.9152	0.397	0.9156	-0.1559	N	12.7	0.1394
ECB_02454	0.6244	0.229	1.1475	-0.3158	N	35.1	0.3490
ECB_02202	0.9089	0.631	1.3484	-0.4752	Y	430.0	0.0411
ECB_00554	0.8515	0.126	0.7414	-0.0359	N	4.6	0.2727
ECB_03486	0.7646	0.312	1.0245	-0.2311	N	16.2	0.2101
ECB_04264	0.6019	0.283	1.0031	-0.2163	N	39.9	0.2025
ECB_01802	0.7232	0.555	1.2743	-0.4033	N	301.0	0.0764
ECB_01028	0.8899	-0.039	1.0651	-0.2592	N	5.2	1.1143
ECB_01320	0.5243	0.439	0.9093	-0.1519	N	33.3	0.1032
ECB_02377	0.8191	-0.269	0.2492	0.3025	N	0.5	2.4000
ECB_01638	0.4201	0.266	1.3265	-0.4741	Y	4.8	2.3182
ECB_02609	0.6922	0.367	1.2131	-0.3612	N	894.1	0.0730
ECB_04238	0.9187	0.099	1.1108	-0.2908	N	32.1	0.5934
ECB_01889	0.8589	0.173	0.3606	0.2254	N	0.9	0.0938
ECB_00570	0.5528	0.304	1.1658	-0.4732	Y	2.7	2.5385
ECB_03329	0.7975	0.246	0.9638	-0.1899	N	3.1	0.3679
ECB_02957	0.7836	0.539	1.0401	-0.2424	N	17.3	0.1483
ECB_03167	0.7726	0.555	1.1036	-0.2861	N	1055.1	0.0112
RF01830.7	0.9478	0.582	1.3412	-0.4494	N	330.0	0.0867
ECB_02187	0.7033	0.498	1.0216	-0.2298	N	36.2	0.0598
ECB_03700	0.9913	0.377	0.9483	-0.1794	N	23.7	0.1463
ECB_00719	0.8557	-0.062	0.7940	-0.0734	N	8.7	0.3125
ECB_00605	0.9147	0.633	1.2571	-0.4723	Y	28.9	0.1094
ECB_00473	0.8973	0.661	0.5477	0.0958	N	14.5	0.0186
ECB_03303	0.9028	0.534	1.0271	-0.2337	N	115.1	0.0261
ECB_00402	0.6489	0.811	1.2192	-0.4719	Y	42.0	0.0100
ECB_04114	0.9064	0.270	1.1868	-0.4718	Y	4.0	2.8714
ECB_00091	0.6804	0.476	1.0991	-0.2832	N	129.0	0.0569
ECB_02639	0.8120	0.323	1.1049	-0.2872	N	58.9	0.1806
ECB_04035	0.7556	-0.088	0.7024	-0.0108	N	3.0	0.4149
ECB_00181	0.7453	0.364	1.0836	-0.2726	N	114.3	0.0958
ECB_01640	0.4792	-0.167	0.5755	0.0761	N	0.7	0.6250
ECB_03468	0.8023	0.675	1.2135	-0.3618	N	161.6	0.0270
ECB_02680	0.7938	0.052	0.8882	-0.1386	N	7.0	0.3806
ECB_01887	0.7921	0.344	1.2811	-0.4708	Y	2.3	0.5270
ECB_00874	0.7678	0.387	1.0931	-0.2793	N	40.9	0.1452
ECB_03241	0.8000	0.397	1.1175	-0.2961	N	203.4	0.0856
ECB_02244	0.7175	0.376	1.0234	-0.2317	N	103.0	0.0771
ECB_01947	0.9355	0.483	1.3023	-0.4695	Y	52.5	0.1690
ECB_01422	0.9374	0.251	1.1315	-0.3058	N	32.6	0.2751
ECB_02780	0.8007	-0.148	0.9218	-0.1622	N	3.4	1.0814
ECB_03312	0.6757	0.389	1.1131	-0.2932	N	81.4	0.1255
ECB_02181	0.9398	-0.129	0.9300	-0.1680	N	16.7	0.9796
ECB_02170	0.7206	0.119	0.8654	-0.1238	N	12.5	0.3065
ECB_00267	0.7733	0.395	1.0460	-0.2476	N	94.0	0.0897
ECB_02206	0.7782	0.685	1.3021	-0.4681	Y	114.9	0.0359
ECB_02978	0.5346	0.009	0.9339	-0.1708	N	5.3	0.5455
ECB_03748	0.8926	0.247	0.9231	-0.1635	N	15.8	0.2594
ECB_04068	0.7726	0.545	1.0010	-0.2168	N	1136.4	0.0069
ECB_01408	0.7328	0.218	1.0349	-0.2401	N	62.8	0.2383
ECB_04146	0.8552	0.091	1.1769	-0.3372	N	8.4	1.8706
ECB_02944	0.6580	0.222	1.0732	-0.2663	N	18.4	0.3991
ECB_00836	0.8446	0.171	0.6574	0.0180	N	1.0	0.1364
ECB_02012	0.7062	-0.016	0.9764	-0.2001	N	12.6	0.9561
ECB_03656	0.7514	0.340	1.0949	-0.2812	N	70.9	0.1667
ECB_01546	0.6275	-0.212	0.8119	-0.0877	N	1.9	0.9783
ECB_02027	0.8116	0.334	1.0496	-0.2502	N	15.4	0.1818
ECB_01684	0.9949	-0.043	0.5139	0.1158	N	2.9	0.4038
ECB_03869	0.3655	0.261	0.9258	-0.1657	N	7.5	0.2641
ECB_02769	0.7092	0.712	0.6574	0.0177	N	7.9	0.0091
ECB_04004	0.9952	-0.145	0.8245	-0.0967	N	2.4	0.9091
ECB_03825	0.7783	0.261	0.9384	-0.1745	N	27.1	0.1463
ECB_02031	0.8631	0.180	1.0609	-0.2582	N	156.4	0.2468
ECB_01355	0.9116	0.206	0.7263	-0.0297	N	5.1	0.2637
ECB_03818	0.7558	0.408	1.0911	-0.2789	N	51.9	0.1249
ECB_03650	0.9095	0.511	1.1777	-0.3380	N	740.8	0.0283
ECB_00275	0.7785	-0.067	0.5811	0.0692	N	1.4	0.4565
ECB_01417	0.7307	0.193	0.9316	-0.4658	Y	0.3	4.5000
ECB_03411	0.5834	0.507	1.3214	-0.4657	Y	138.2	0.1115
ECB_04111	0.9662	0.466	1.2399	-0.3804	N	100.5	0.0931
ECB_00744	0.6127	0.639	1.2712	-0.4653	Y	17.2	0.0997
ECB_01327	0.7772	-0.045	0.9757	-0.2003	N	8.7	0.7560
ECB_02974	0.8799	0.580	1.3093	-0.4652	Y	35.3	0.1445
ECB_01569	0.8317	0.155	0.4518	0.1570	N	4.1	0.2278
ECB_03155	0.9814	0.607	1.3338	-0.4651	Y	2836.0	0.0175
ECB_02251	0.8476	0.493	1.1808	-0.3402	N	209.3	0.0559
ECB_02327	0.9578	0.554	1.2999	-0.4649	Y	8.6	0.2468
ECB_03306	0.5571	0.308	0.9227	-0.1643	N	78.5	0.0955
ECB_01109	0.8684	0.539	1.2254	-0.4648	Y	12.8	0.2321
ECB_00585	0.7427	0.636	0.3892	0.1993	N	0.3	0.0000
ECB_03221	0.8203	-0.009	0.6816	0.0000	N	1.1	42.0000
ECB_02533	0.5674	0.340	1.2533	-0.4642	Y	19.6	0.9010
ECB_03243	0.6411	0.025	0.9934	-0.2127	N	6.7	0.6058
ECB_00787	0.9825	0.370	1.1491	-0.3188	N	197.4	0.1134
ECB_00825	0.8881	-0.291	0.9201	-0.1628	N	2.1	2.2941
ECB_01654	0.7216	0.373	1.2701	-0.4636	Y	26.6	0.4312
ECB_02836	0.9448	0.151	0.9777	-0.2021	N	3.1	0.5769
ECB_03875	0.8604	0.424	1.0682	-0.2637	N	46.7	0.0934
ECB_03512	0.8224	0.605	0.7524	-0.0488	N	64.4	0.0137
ECB_02615	0.6211	0.216	0.7936	-0.0769	N	1.1	0.2368
ECB_01411	0.7489	-0.141	0.8765	-0.1333	N	2.3	1.0000
ECB_00777	0.9887	0.481	1.2175	-0.3654	N	239.6	0.0924
ECB_00305	0.8430	0.451	1.3419	-0.4630	Y	3.1	0.4000
ECB_01745	0.8667	-0.199	0.8392	-0.1081	N	2.7	3.8824
ECB_00771	0.6163	-0.269	1.0201	-0.2312	N	9.0	1.3636
ECB_02628	0.5685	0.253	1.3273	-0.4626	Y	19.7	0.6989
ECB_02392	0.9889	0.443	0.9379	-0.1753	N	25.1	0.0943
ECB_02868	0.6152	-0.115	0.8454	-0.1124	N	5.9	0.4706
ECB_02477	0.7691	0.354	1.3023	-0.4623	Y	7.3	0.7241
ECB_02441	0.9222	-0.307	0.8317	-0.1033	N	9.1	1.6782
ECB_00749	0.0000	0.091	0.7811	-0.0691	N	8.6	0.1613
ECB_01741	0.9565	-0.483	0.5147	0.1119	N	1.4	1.0833
ECB_00470	0.8313	-0.026	1.0320	-0.2396	N	0.9	2.2500
ECB_01927	0.7387	0.474	1.0585	-0.2576	N	126.6	0.0360
ECB_00277	0.9532	-0.394	0.5450	0.0911	N	1.2	0.6316
ECB_02459	0.6354	0.305	1.3218	-0.4611	Y	20.0	0.8564
ECB_02496	0.8338	0.464	1.2471	-0.3857	N	1612.2	0.0460
ECB_02446	0.8241	0.398	1.2035	-0.3561	N	28.3	0.1633
ECB_00076	0.8353	0.402	1.3548	-0.4610	Y	213.4	0.2219
ECB_03238	0.6790	0.536	1.1476	-0.3182	N	99.9	0.0477
ECB_03693	0.9630	-0.309	0.6785	0.0000	N	0.3	7.5000
ECB_03757	0.9090	0.337	1.0799	-0.2724	N	56.4	0.1414
ECB_00782	0.8659	0.037	1.0575	-0.2573	N	38.9	2.0012
ECB_03498	0.9085	0.211	1.0730	-0.2679	N	25.0	0.3322
ECB_01690	0.6225	0.547	1.2345	-0.4595	Y	5.4	0.1789
ECB_04180	0.7028	0.211	1.0785	-0.2716	N	9.4	0.4521
ECB_00809	0.5310	0.107	1.0632	-0.2612	N	14.2	0.8376
ECB_00619	0.7190	-0.195	0.8667	-0.1283	N	4.6	0.8839
ECB_00295	0.9163	0.278	1.1467	-0.3179	N	3.2	0.5089
ECB_00120	0.6894	0.651	1.2882	-0.4583	Y	103.8	0.0511
ECB_01483	0.7454	0.095	0.9688	-0.1975	N	3.7	0.6639
ECB_02627	0.7649	0.333	1.2843	-0.4583	Y	41.4	0.4562
ECB_03160	0.8267	0.582	1.3259	-0.4581	Y	2234.7	0.0252
ECB_03623	0.7654	0.584	1.0686	-0.2652	N	112.5	0.0433
ECB_03965	0.8982	0.058	0.6519	0.0164	N	2.4	0.4091
ECB_04153	0.9822	0.582	1.0238	-0.2351	N	131.4	0.0188
ECB_02821	0.7369	0.748	0.9151	-0.1617	N	12.3	0.0220
ECB_00536	0.7386	0.605	1.1469	-0.3184	N	356.9	0.0234
ECB_01661	0.7138	0.189	0.7817	-0.0716	N	6.4	0.2500
ECB_01012	0.7558	0.657	1.0502	-0.4565	Y	3.2	0.1800
ECB_00159	0.7276	0.367	1.0787	-0.2723	N	47.4	0.1417
ECB_02696	0.7352	-0.016	0.9898	-0.2123	N	3.1	0.8929
ECB_03422	0.8996	0.283	1.3410	-0.4559	Y	86.1	0.4490
ECB_02671	0.7773	0.210	1.1842	-0.4559	Y	1.5	0.5870
ECB_01977	0.9174	0.238	1.1212	-0.4555	Y	2.5	1.8103
ECB_04141	0.6824	0.285	1.2482	-0.4555	Y	81.7	89.5000
ECB_02531	0.8643	-0.118	0.8826	-0.1403	N	21.3	0.5146
ECB_00219	0.6479	-0.114	0.9149	-0.1622	N	58.2	0.9778
ECB_00558	0.6727	0.352	1.1238	-0.3031	N	30.9	0.1947
ECB_03679	0.7759	0.360	1.0977	-0.2855	N	65.2	0.1343
ECB_00607	0.8505	0.465	1.0476	-0.2518	N	42.5	0.0963
ECB_02225	0.9161	0.407	1.1397	-0.3139	N	43.3	0.1463
ECB_01744	0.7227	-0.211	0.8006	-0.0855	N	1.6	1.8750
ECB_02645	0.7508	-0.550	0.6373	0.0241	N	1.8	1.6667
ECB_00375	0.8208	0.046	1.0225	-0.2352	N	21.1	0.6365
ECB_01348	0.4675	0.263	1.2102	-0.3615	N	2.4	3.6176
ECB_02224	0.8832	0.348	1.1389	-0.3136	N	39.3	0.2005
ECB_04155	0.9213	0.675	1.2841	-0.4526	Y	105.0	0.0325
ECB_02614	0.7741	-0.247	0.8181	-0.0978	N	5.1	0.7013
ECB_02752	0.9883	-0.324	0.7906	-0.0794	N	3.6	1.7432
ECB_03955	0.7464	-0.010	0.8870	-0.1443	N	2.0	6.8333
ECB_03494	0.9269	0.604	1.2234	-0.3705	N	391.0	0.0360
ECB_00205	0.4894	0.110	1.0131	-0.2292	N	23.6	0.2977
ECB_01940	0.9337	0.329	1.0130	-0.2292	N	64.3	0.1221
ECB_03995	0.8965	0.279	1.2703	-0.4506	Y	6.2	0.9353
ECB_04241	0.8870	-0.129	0.9421	-0.1819	N	9.1	2.6524
ECB_02824	0.5143	-0.057	1.0811	-0.2752	N	1.3	1.8750
ECB_02242	0.7528	0.663	1.2557	-0.4500	Y	51.3	0.0605
ECB_04247	0.9712	0.742	1.1793	-0.4497	Y	6.3	0.1489
ECB_04276	0.9824	0.531	1.3093	-0.4497	Y	9.1	0.3137
ECB_01534	0.8272	0.354	1.0743	-0.2708	N	57.0	0.1453
ECB_03352	0.6423	-0.253	0.8575	-0.1255	N	3.7	0.7909
ECB_02368	0.7716	0.613	1.0845	-0.2776	N	257.9	0.0160
ECB_00342	0.6744	0.334	1.0303	-0.2413	N	25.9	0.1882
ECB_01058	0.9868	0.457	0.7808	-0.0741	N	25.8	0.0716
ECB_00609	0.8707	0.608	1.1597	-0.3281	N	53.7	0.0682
ECB_01525	0.8607	0.045	1.0592	-0.2608	N	3.1	0.7813
ECB_01491	0.9627	0.293	1.1493	-0.4490	Y	2.3	3.5000
ECB_03037	0.7668	0.485	1.3204	-0.4489	Y	205.8	0.1634
ECB_00858	0.7227	0.488	1.1183	-0.3004	N	27.0	0.1234
ECB_02816	0.7692	0.455	1.2337	-0.3777	N	156.8	0.1139
ECB_01822	0.8325	0.460	1.3340	-0.4482	Y	56.3	0.1850
ECB_00802	0.5337	0.369	0.8931	-0.1498	N	57.4	0.0784
ECB_02099	0.7354	0.088	1.0807	-0.2754	N	7.5	1.5000
ECB_03154	0.0000	0.588	1.3232	-0.4477	Y	1991.1	0.0248
ECB_00750	0.8259	-0.652	0.6832	-0.0095	N	5.3	0.4888
ECB_04263	0.9247	0.522	1.2908	-0.4474	Y	19.9	0.2042
ECB_00555	0.7422	0.475	1.2772	-0.4470	Y	60.1	0.1515
ECB_00841	0.9536	-0.244	0.8846	-0.1445	N	2.5	1.1400
ECB_01136	0.9769	0.065	0.7792	-0.0741	N	1.4	4.8333
ECB_00254	0.8782	0.496	1.1905	-0.4466	Y	3.4	0.4831
ECB_03716	0.6053	-0.083	1.0082	-0.2271	N	5.7	1.1458
ECB_01052	0.7299	0.288	1.1781	-0.3407	N	41.3	0.2708
ECB_02764	0.6700	0.172	0.8925	-0.4463	Y	0.2	3.0000
ECB_00739	0.7023	0.554	0.8112	-0.0957	N	10.9	0.0890
ECB_01137	0.8213	0.436	1.2918	-0.4460	Y	77.6	0.2435
ECB_02899	0.9040	-0.049	0.7827	-0.0770	N	0.4	2.2500
ECB_02539	0.9534	0.285	1.3130	-0.4452	Y	85.8	0.6179
ECB_00742	0.9918	0.438	1.2803	-0.4451	Y	29.5	0.2714
ECB_03668	0.7074	0.647	1.2782	-0.4451	Y	58.7	0.0567
ECB_03876	0.7565	0.401	1.1611	-0.3295	N	78.7	0.1350
ECB_01993	0.9784	0.793	1.1338	-0.4449	Y	1.5	0.1000
ECB_04200	0.8440	0.124	1.1889	-0.3482	N	11.0	1.6707
ECB_01227	0.8764	0.400	0.9544	-0.1918	N	14.2	0.1821
ECB_02255	0.9685	0.214	0.9714	-0.2032	N	83.9	0.1306
ECB_03118	0.7334	0.649	1.2739	-0.4443	Y	725.0	0.0241
ECB_00157	0.7154	0.474	0.9263	-0.1733	N	21.7	0.0913
ECB_02263	0.7083	0.276	1.0377	-0.4437	Y	3.3	42.5000
ECB_00996	0.5473	0.007	1.0203	-0.2360	N	7.3	0.8972
ECB_00143	0.7926	0.298	0.9849	-0.2124	N	10.9	0.3061
ECB_03803	0.8842	0.679	1.2171	-0.4431	Y	9.6	0.1314
ECB_01024	0.8524	0.006	0.9950	-0.2193	N	1.3	3.0000
ECB_01779	0.8291	0.682	1.0007	-0.2231	N	32.5	0.0405
ECB_00070	0.8834	-0.068	0.4049	0.1733	N	3.6	0.1600
ECB_00812	0.9039	0.583	1.2170	-0.4426	Y	25.4	0.1489
ECB_02571	0.7793	0.005	0.7091	-0.0292	N	3.8	0.5593
ECB_01883	0.6014	0.007	0.9089	-0.1621	N	24.9	0.5697
ECB_01468	0.5533	-0.329	0.8978	-0.1548	N	2.0	2.1176
ECB_02999	0.9286	-0.183	0.9703	-0.2030	N	0.9	0.8333
ECB_01275	0.7319	0.646	1.2615	-0.4419	Y	179.8	0.0500
ECB_00410	0.7045	0.092	1.1095	-0.2957	N	49.6	4.7902
ECB_03597	0.9247	0.167	0.9291	-0.1758	N	27.7	0.2182
ECB_01656	0.9293	0.570	1.2759	-0.4414	Y	438.3	0.0461
ECB_00489	0.9684	0.263	0.9225	-0.4414	Y	0.4	2.1000
ECB_01075	0.8497	0.609	1.0091	-0.2291	N	372.6	0.0065
ECB_02606	0.8543	0.113	0.9507	-0.1904	N	7.1	0.4737
ECB_02253	0.9925	0.449	1.0403	-0.2499	N	76.4	0.0725
ECB_02734	0.9531	0.354	0.8543	-0.1264	N	6.7	0.1667
ECB_00186	0.3513	0.307	1.0061	-0.2273	N	43.7	0.1511
ECB_02535	0.9247	0.260	1.1028	-0.2915	N	10.0	0.2799
ECB_03620	0.6441	0.467	1.0695	-0.2694	N	674.4	0.0192
ECB_03775	0.9071	0.108	1.2802	-0.4401	Y	2.0	1.7045
ECB_02391	0.8309	0.628	0.7283	-0.0431	N	86.4	0.0132
ECB_02761	0.8787	0.124	0.9867	-0.2145	N	4.4	0.6818
ECB_02643	0.5796	0.513	1.2657	-0.4400	Y	22.1	0.1806
ECB_00054	0.7246	0.461	1.0964	-0.2873	N	15.3	0.2058
ECB_01415	0.6812	0.308	1.2358	-0.4396	Y	5.4	1.9811
ECB_02207	0.8518	0.599	1.2874	-0.4395	Y	182.9	0.0497
ECB_01602	0.8001	0.776	1.2444	-0.4394	Y	28.3	0.0336
ECB_00381	0.8945	0.524	1.3235	-0.4393	Y	533.3	0.0689
ECB_00534	0.7356	0.657	0.9188	-0.1697	N	99.0	0.0140
ECB_02430	0.5975	-0.306	0.7859	-0.0816	N	3.5	1.4231
ECB_00717	0.8051	0.301	1.0025	-0.2252	N	22.9	0.1648
ECB_01705	0.6873	-0.252	0.8131	-0.0997	N	5.6	0.9114
ECB_04207	0.6301	0.083	1.0878	-0.2818	N	11.3	0.6265
ECB_00736	0.7937	-0.234	0.7125	-0.0332	N	1.6	4.0909
ECB_02675	0.7009	0.536	1.1304	-0.3100	N	87.9	0.0638
ECB_03713	0.5445	-0.442	0.4172	0.1623	N	1.0	0.4286
ECB_01855	0.9586	0.003	0.9608	-0.1977	N	3.4	1.2667
ECB_02249	0.9850	0.020	1.0252	-0.2404	N	35.9	0.6667
ECB_00292	0.8068	0.386	1.2401	-0.4384	Y	6.1	0.5347
ECB_01936	0.8765	0.606	0.9783	-0.2094	N	73.0	0.0209
ECB_00403	0.7642	0.668	1.2597	-0.4383	Y	192.4	0.0299
ECB_02684	0.7592	0.600	1.2661	-0.4382	Y	41.9	0.0859
ECB_03633	0.7725	-0.025	1.0078	-0.2289	N	9.1	0.9231
ECB_02026	0.7388	0.503	1.2359	-0.4381	Y	7.5	0.2939
ECB_03091	0.7074	0.521	1.2112	-0.3636	N	1417.8	0.0284
ECB_00056	0.9806	0.538	1.1684	-0.3353	N	120.9	0.0722
ECB_02906	0.8595	0.302	1.0856	-0.2806	N	31.5	0.2333
ECB_02416	0.8353	0.490	1.3099	-0.4369	Y	65.5	0.1721
ECB_00380	0.7136	0.554	1.3181	-0.4368	Y	285.6	0.0774
RF01830.1	0.9845	0.593	1.3056	-0.4365	Y	259.1	0.0732
ECB_04160	0.8078	0.252	1.1959	-0.4364	Y	4.6	1.6200
ECB_00291	0.6868	0.594	1.2932	-0.4362	Y	63.0	0.0784
ECB_03894	0.9871	0.341	1.0875	-0.2821	N	21.7	0.2242
ECB_02258	0.8658	0.269	1.1407	-0.4356	Y	4.2	1.4182
ECB_03855	0.8345	0.380	0.9913	-0.2187	N	41.4	0.1228
ECB_00029	0.8218	0.456	1.2901	-0.4352	Y	128.4	0.1559
ECB_01122	0.8647	0.598	1.1054	-0.2941	N	29.5	0.0580
ECB_02584	0.7529	-0.029	0.9052	-0.1623	N	4.8	0.7183
ECB_03673	0.7269	0.601	1.0490	-0.2570	N	29.3	0.0747
ECB_00421	0.9554	0.503	1.2862	-0.4339	Y	192.4	0.0896
ECB_04112	0.5553	0.170	1.0623	-0.2659	N	11.7	0.4330
ECB_02188	0.6252	0.474	1.1452	-0.3206	N	59.1	0.0881
ECB_02779	0.6763	0.637	1.2393	-0.4330	Y	68.8	0.0664
RF01317.1	0.9848	-0.127	0.2622	0.2605	N	1.7	0.4355
ECB_03168	0.6003	0.519	1.1294	-0.3102	N	3084.4	0.0101
ECB_03837	0.7341	0.379	0.9094	-0.1655	N	2.6	0.2625
ECB_00032	0.8128	0.632	1.2568	-0.4325	Y	39.6	0.0754
ECB_02941	0.6690	0.364	1.2842	-0.4323	Y	17.5	0.4231
ECB_01514	0.8275	0.114	1.1065	-0.2953	N	33.9	0.5000
ECB_00334	0.9269	0.454	1.2870	-0.4320	Y	33.5	0.2410
ECB_00013	0.7752	-0.357	0.2930	0.2392	N	0.6	1.3125
ECB_03045	0.7515	0.562	1.2853	-0.4317	Y	126.6	0.0816
ECB_02236	0.9195	0.790	1.2081	-0.4317	Y	8.7	0.1048
ECB_02859	0.9954	0.224	1.0644	-0.2676	N	3.1	0.5930
ECB_03350	0.8466	-0.394	0.7051	-0.0316	N	1.1	1.2857
RF01830.5	0.9844	0.628	1.3044	-0.4316	Y	200.5	0.0659
ECB_01036	0.8061	0.204	0.8631	-0.4316	Y	0.2	3.0000
ECB_02561	0.7905	-0.423	0.6864	-0.0197	N	2.9	1.9000
ECB_00354	0.8591	0.613	1.2419	-0.4302	Y	204.6	0.0411
ECB_01756	0.7401	0.395	1.0800	-0.2782	N	22.4	0.1700
ECB_00780	0.6570	0.095	0.9932	-0.2213	N	11.2	0.6328
ECB_02976	0.7883	0.587	1.2320	-0.4299	Y	16.5	0.1333
ECB_03559	0.6175	0.626	0.9551	-0.1963	N	1.9	0.2083
ECB_01885	0.9768	0.135	1.2547	-0.4296	Y	8.8	1.3182
ECB_01040	0.7438	0.648	1.0218	-0.2402	N	52.2	0.0098
ECB_02153	0.8137	-0.055	0.8989	-0.1597	N	5.4	0.6307
ECB_03014	0.6851	0.221	1.1154	-0.3016	N	70.7	0.2086
ECB_02570	0.7883	0.249	0.4732	0.1189	N	0.7	0.2000
ECB_03046	0.8575	0.602	1.2430	-0.4285	Y	111.3	0.0710
ECB_00039	0.9437	-0.258	0.8899	-0.1540	N	1.7	1.4211
ECB_03759	0.8571	0.401	0.7116	-0.0375	N	3.3	0.1458
ECB_02190	0.7481	0.488	1.2627	-0.4281	Y	9.8	0.3000
ECB_01676	0.9828	0.154	1.0001	-0.2263	N	2.7	3.4737
ECB_03071	0.7378	0.760	1.2701	-0.4277	Y	52.7	0.0407
ECB_01294	0.5211	0.131	0.0000	0.4276	N	0.1	0.5000
ECB_00747	0.7502	0.400	1.2560	-0.4275	Y	34.0	0.2603
RF00371.1	0.5113	0.198	0.7315	-0.0509	N	2.0	0.3243
ECB_01613	0.7463	-0.207	0.8600	-0.1349	N	4.4	1.6875
ECB_00074	0.7112	0.484	1.2618	-0.4269	Y	435.6	0.0576
ECB_03408	0.9283	-0.147	0.7739	-0.0789	N	4.7	0.6000
ECB_01234	0.9333	0.588	1.1509	-0.3252	N	126.6	0.0329
ECB_02712	0.9073	-0.461	0.5756	0.0501	N	1.7	2.3438
ECB_01387	0.5862	0.327	1.0351	-0.2496	N	32.6	0.1404
ECB_02952	0.7942	0.472	1.1758	-0.4257	Y	2.3	0.5270
ECB_02829	0.6932	0.586	0.7253	-0.0477	N	2.6	0.0638
ECB_03654	0.7043	-0.150	1.0147	-0.2366	N	4.2	1.8462
ECB_03619	0.8324	0.597	1.1182	-0.3041	N	387.6	0.0138
ECB_02851	0.6628	-0.044	1.1425	-0.4238	Y	1.2	1.2188
ECB_03059	0.7036	0.610	1.2678	-0.4238	Y	155.9	0.0563
ECB_02405	0.7379	0.519	1.2474	-0.4237	Y	111.1	0.0905
ECB_03239	0.9160	0.519	0.9693	-0.2073	N	23.7	0.0597
ECB_02127	0.7794	0.606	1.1849	-0.4235	Y	3.1	0.2250
ECB_02754	0.9321	-0.013	0.8571	-0.1344	N	7.6	0.4437
ECB_02259	0.5973	0.711	0.8548	-0.1329	N	3.3	0.1385
ECB_00311	0.8864	0.485	1.0744	-0.2757	N	23.8	0.1188
ECB_02179	0.8380	0.026	0.9337	-0.4231	Y	1.2	1.1667
ECB_03195	0.9666	0.464	1.0267	-0.2447	N	21.7	0.1467
ECB_03473	0.7698	-0.011	0.8326	-0.1186	N	3.7	1.7442
ECB_01011	0.9954	0.670	1.1284	-0.4227	Y	1.9	0.1744
ECB_03425	0.9055	0.337	1.1054	-0.2960	N	7.0	0.3115
ECB_02053	0.5621	0.315	1.2614	-0.4221	Y	22.9	0.5794
ECB_01077	0.9944	0.605	1.0038	-0.2301	N	274.0	0.0074
ECB_02321	0.3291	0.520	1.2369	-0.4216	Y	172.4	0.0670
ECB_02243	0.7250	0.464	1.0856	-0.2833	N	64.1	0.0927
ECB_01426	0.6589	0.200	1.2716	-0.4211	Y	10.2	0.8323
ECB_03639	0.9033	0.306	1.0200	-0.2408	N	68.1	0.1366
ECB_01790	0.9239	0.708	1.2476	-0.4207	Y	29.1	0.0495
ECB_01038	0.6506	-0.739	0.3117	0.2184	N	1.5	0.7500
ECB_00180	0.9425	0.518	1.2484	-0.4205	Y	84.8	0.0940
ECB_00474	0.7337	0.705	1.0207	-0.2414	N	36.9	0.0384
ECB_01915	0.8417	0.439	1.2935	-0.4204	Y	29.0	0.2117
ECB_00352	0.6385	0.124	1.1163	-0.3034	N	18.2	3.6381
ECB_04209	0.8451	0.413	1.2080	-0.4203	Y	11.3	0.3729
ECB_00483	0.7837	0.054	0.6480	0.0000	N	0.3	4.5000
ECB_04036	0.6534	0.384	1.2921	-0.4199	Y	33.3	0.3592
ECB_01989	0.6505	0.096	0.9532	-0.1978	N	5.2	0.5696
ECB_00442	0.8357	0.307	1.2563	-0.4198	Y	5.9	0.6935
ECB_02402	0.8171	0.640	1.2255	-0.4187	Y	13.3	0.1125
ECB_02117	0.5456	0.403	1.2458	-0.4185	Y	21.6	0.3841
ECB_01431	0.9271	-0.301	0.3692	0.1796	N	3.6	0.4030
ECB_03712	0.6429	0.433	1.2667	-0.4181	Y	1.5	0.5000
ECB_02781	0.7181	0.303	1.1711	-0.3392	N	31.7	0.3502
ECB_01945	0.6886	0.567	1.2613	-0.4174	Y	90.7	0.0735
ECB_03720	0.7663	-1.064	0.3893	0.1656	N	1.8	0.9375
ECB_02280	0.5370	0.015	0.9366	-0.1880	N	26.9	0.6084
ECB_01736	0.8133	0.399	1.0546	-0.2642	N	69.1	0.0966
ECB_04031	0.9149	0.358	1.0815	-0.2815	N	111.3	0.1082
ECB_00716	0.6906	0.357	1.1987	-0.4160	Y	10.5	0.3807
ECB_03379	0.7151	0.708	1.2099	-0.3644	N	34.2	0.0491
ECB_02406	0.8027	0.486	1.2831	-0.4157	Y	490.3	0.0785
ECB_03128	0.5607	0.718	0.9663	-0.2074	N	8.2	0.0441
ECB_00732	0.8198	0.226	1.1611	-0.4151	Y	1.0	3.1875
ECB_02826	0.8936	0.521	1.0394	-0.2546	N	368.3	0.0165
ECB_01312	0.7958	0.470	1.2122	-0.4149	Y	15.6	0.2253
ECB_02949	0.8361	-0.053	0.9168	-0.1756	N	2.9	2.2241
ECB_00313	0.9448	0.190	1.0094	-0.2353	N	10.9	0.3727
ECB_02104	0.6789	0.526	0.8452	-0.1298	N	24.6	0.0688
ECB_01982	0.7207	0.234	1.2038	-0.4135	Y	8.0	0.9444
ECB_02838	0.7326	0.073	1.0795	-0.2807	N	9.4	0.7912
ECB_02483	0.5692	0.567	1.2652	-0.4133	Y	68.0	0.1156
RF02052.1	0.7776	0.605	1.2093	-0.4132	Y	21.7	0.0967
