gene_id	eigenvalue	R2	beta1	beta2	complex	mean_expr	starvation_maintenance
ECB_02865	0.8125	-0.021	0.9612	-0.0961	N	117.0	0.2274
ECB_02256	0.5310	-0.035	1.1266	-0.2364	N	39.2	1.1086
ECB_01837	0.8451	0.259	1.1353	-0.2438	N	611.5	0.1125
ECB_04258	0.5957	0.329	0.8754	-0.0235	N	194.8	0.0726
ECB_02200	0.6867	-0.312	0.9267	-0.0670	N	29.0	1.1509
ECB_00541	0.7539	-0.162	0.9908	-0.1214	N	9.3	1.0084
ECB_03893	0.8527	-0.292	0.9992	-0.1286	N	11.2	0.7255
ECB_03035	0.9697	0.509	1.2653	-0.3542	N	4160.9	0.0460
ECB_03809	0.6658	0.134	1.0411	-0.1642	N	117.2	0.1915
ECB_00726	0.7318	-0.188	0.8415	0.0048	N	14.1	0.6327
ECB_02396	0.8347	-0.052	0.9872	-0.1186	N	16.5	4.8673
ECB_00757	0.6230	-0.876	0.4557	0.3316	N	2.9	1.3846
ECB_01471	0.6902	-0.246	0.8492	-0.0017	N	15.3	0.6934
ECB_01648	0.8530	-0.121	0.8244	0.0191	N	24.4	0.4071
ECB_00435	0.9255	0.396	0.9010	-0.0459	N	1987.6	0.0191
ECB_02777	0.8248	0.114	1.1041	-0.2180	N	135.9	0.3140
ECB_02080	0.5880	-0.237	0.8405	0.0052	N	65.5	0.4863
ECB_00010	0.7556	0.061	0.7931	0.0452	N	26.4	0.2711
ECB_00257	0.8419	-0.224	0.9624	-0.0982	N	9.5	1.0534
ECB_00665	0.6835	-0.441	0.8305	0.0133	N	4.1	1.4681
ECB_04267	0.5806	0.244	1.1741	-0.2774	N	283.2	0.2090
ECB_03101	0.9623	0.175	1.2005	-0.2999	N	18.0	4.0289
ECB_03948	0.9751	0.457	1.5139	-0.7154	Y	5.3	3.3750
ECB_03991	0.7846	-0.279	0.9025	-0.0480	N	7.1	1.5926
ECB_00358	0.7330	-0.127	0.6942	0.1281	N	29.8	0.3150
ECB_00910	0.6554	0.176	1.0268	-0.1533	N	14.0	0.3982
ECB_00668	0.6803	0.007	1.0875	-0.2047	N	11.6	0.5000
ECB_00894	0.9741	0.160	1.0759	-0.1949	N	404.2	0.1817
ECB_04244	0.6543	-0.231	1.0644	-0.1853	N	49.7	1.1138
ECB_02869	0.7172	-0.156	0.9934	-0.1253	N	14.4	0.8632
ECB_01381	0.8674	-0.116	0.8846	-0.0334	N	87.7	0.3737
ECB_02900	0.9010	0.125	1.1284	-0.2394	N	30.1	0.4181
ECB_00503	0.7243	0.132	0.9837	-0.1172	N	131.8	0.1843
ECB_01026	0.7856	-0.045	0.7839	0.0515	N	2.7	5.4000
ECB_00895	0.7787	0.069	0.7294	0.0975	N	87.3	0.1369
ECB_01199	0.9179	-0.160	0.7378	0.0904	N	38.3	0.2532
ECB_00832	0.7964	-0.206	0.7679	0.0650	N	3.7	0.6333
ECB_00441	0.7217	-0.177	0.9201	-0.0637	N	10.7	0.6800
ECB_01636	0.8694	-0.042	1.0284	-0.1553	N	58.4	0.3867
ECB_00418	0.7080	0.060	1.1501	-0.2582	N	24.9	0.5560
ECB_03336	0.3664	-0.434	0.8318	0.0104	N	22.8	0.8372
ECB_02845	0.7944	-0.626	0.7943	0.0421	N	17.5	1.4450
ECB_01265	0.6171	0.361	1.1421	-0.2516	N	706.0	0.0728
ECB_00051	0.7379	-0.067	0.9205	-0.0646	N	19.3	0.4450
ECB_03002	0.5502	0.021	1.1672	-0.2728	N	6.0	0.9545
ECB_02907	0.8369	0.266	1.1091	-0.2238	N	320.9	0.1235
ECB_02661	0.8239	-0.122	0.9864	-0.1205	N	69.0	0.6728
ECB_03864	0.9507	0.529	1.2673	-0.3575	N	7825.8	0.0196
ECB_03114	0.7324	0.488	1.1947	-0.2963	N	892.9	0.0567
ECB_03281	0.7535	0.069	0.9551	-0.0944	N	121.2	0.1797
ECB_03431	0.9135	0.510	1.6145	-0.7109	Y	0.5	5.0000
ECB_04158	0.9594	-0.209	1.0665	-0.1884	N	56.3	1.8250
ECB_03299	0.6168	-0.061	0.9889	-0.1232	N	14.5	0.5050
ECB_03959	0.6999	0.376	1.6180	-0.7102	Y	2.1	0.3409
ECB_03062	0.7528	0.353	1.1652	-0.2718	N	225.4	0.1286
ECB_04255	0.9101	0.042	0.6340	0.1755	N	3.7	0.4068
ECB_00989	0.6886	0.188	0.8424	0.0000	N	1.1	21.7500
ECB_03663	0.6747	0.420	1.1499	-0.2591	N	129.8	0.1263
ECB_02881	0.6484	0.253	1.0651	-0.1878	N	84.7	0.1858
ECB_03904	0.4198	0.102	1.1176	-0.2321	N	99.7	0.3109
ECB_04092	0.9213	0.182	1.0650	-0.1879	N	179.0	0.2004
ECB_01436	0.7330	-0.055	0.8173	0.0207	N	15.6	0.3645
ECB_01828	0.8425	-0.371	0.7325	0.0920	N	179.9	0.2848
ECB_03729	0.9833	0.273	1.1144	-0.2295	N	380.8	0.0967
ECB_01908	0.9339	0.282	1.1278	-0.2409	N	1.9	23.5000
ECB_00683	0.7712	0.306	1.1954	-0.2978	N	818.1	0.1563
ECB_02077	0.7116	-0.501	0.8909	-0.0418	N	58.2	1.1918
ECB_01572	0.7395	0.135	0.9973	-0.1314	N	520.4	0.1253
ECB_04109	0.6549	-0.067	1.0739	-0.1959	N	21.7	0.7568
ECB_01226	0.7661	-0.249	0.9773	-0.1148	N	24.0	0.6702
ECB_00068	0.8073	0.482	1.5483	-0.7068	Y	2.8	0.8333
ECB_00707	0.8951	0.205	1.1273	-0.2409	N	1370.8	0.1298
ECB_04091	0.6806	-0.175	0.9407	-0.0841	N	66.1	0.6180
ECB_02024	0.7839	-0.361	0.4957	0.2900	N	0.7	7.0000
ECB_03743	0.6548	-0.110	1.0271	-0.1571	N	15.5	0.7098
ECB_00701	0.6968	0.612	1.2901	-0.3781	N	998.2	0.0430
ECB_03783	0.7067	-0.249	0.8025	0.0316	N	8.0	0.7438
ECB_03652	0.7375	0.426	1.0038	-0.1376	N	3080.7	0.0097
ECB_03298	0.8279	0.138	1.1114	-0.2280	N	28.6	0.3750
ECB_02852	0.9034	-0.576	0.5194	0.2692	N	0.4	3.0000
ECB_03028	0.8602	0.029	1.2382	-0.3346	N	379.1	2.0530
ECB_03284	0.7910	0.331	1.1201	-0.2354	N	172.4	0.1074
ECB_00165	0.8969	-0.006	1.0747	-0.1973	N	87.8	0.4304
ECB_00104	0.6034	-0.000	0.9278	-0.0741	N	100.7	0.1683
ECB_00905	0.7618	-0.458	0.8352	0.0037	N	7.3	1.8582
ECB_03615	0.7272	0.462	1.0399	-0.1682	N	506.4	0.0399
ECB_04128	0.7299	0.289	1.0792	-0.2013	N	88.6	0.1861
ECB_00703	0.8727	-0.026	1.2024	-0.3047	N	58.0	2.7716
ECB_02432	0.8560	-0.012	0.9932	-0.1291	N	1.1	1.0000
ECB_01707	0.7665	-0.269	0.8956	-0.0472	N	7.0	0.8842
ECB_01289	0.7340	0.436	1.4747	-0.7043	Y	1.0	6.9000
ECB_02995	0.7443	-0.274	0.9494	-0.0927	N	20.9	1.2632
ECB_01121	0.6319	0.354	1.0104	-0.1439	N	329.4	0.0569
ECB_02605	0.6800	-0.245	0.9017	-0.0529	N	12.7	0.8279
ECB_03581	0.8792	-0.660	0.7509	0.0735	N	5.2	0.5455
ECB_00329	0.8818	-0.428	0.7694	0.0577	N	8.1	0.4478
ECB_00002	0.8742	0.232	1.0941	-0.2145	N	1496.5	0.0880
ECB_02084	0.5759	-0.053	1.0192	-0.1518	N	733.3	0.3038
ECB_01857	0.7680	-0.009	0.9728	-0.1131	N	3.3	3.2400
ECB_00792	0.9358	0.264	0.9703	-0.1111	N	14.5	0.3184
ECB_00234	0.7695	-0.155	0.9572	-0.1001	N	124.1	0.4266
ECB_01100	0.7735	0.249	0.9546	-0.0980	N	55.4	0.1496
ECB_03438	0.9935	-0.091	1.0291	-0.1604	N	9.6	0.6739
ECB_02775	0.9297	-0.028	0.6839	0.1284	N	18.9	0.3785
ECB_03802	0.6802	0.435	0.9680	-0.1096	N	262.1	0.0280
ECB_02479	0.7958	-0.104	0.9068	-0.0584	N	109.4	0.2641
ECB_03778	0.6061	0.105	1.0827	-0.2056	N	384.0	0.1627
ECB_03001	0.7870	-0.256	1.0012	-0.1375	N	8.5	1.3652
ECB_00591	0.8015	0.027	1.1424	-0.2557	N	10.8	1.7500
ECB_00921	0.9800	0.109	1.0850	-0.2078	N	34.1	0.4734
ECB_01505	0.6199	0.003	0.9727	-0.1138	N	6.9	8.3077
ECB_01738	0.7351	-0.279	0.9726	-0.1140	N	3.5	2.1290
ECB_01831	0.8441	0.115	1.1777	-0.2857	N	90.5	0.4655
ECB_01552	0.8138	-0.070	1.0655	-0.1918	N	34.0	0.7857
ECB_04150	0.8190	0.297	0.6148	0.1849	N	2.6	0.3214
ECB_00748	0.4602	-0.158	0.9733	-0.1148	N	33.1	0.8571
ECB_01255	0.5073	0.067	1.0599	-0.1872	N	55.9	0.3795
ECB_03378	0.9308	0.334	1.0791	-0.2034	N	177.0	0.1146
ECB_02370	0.6828	0.216	1.1463	-0.2595	N	524.6	0.1455
ECB_00624	0.8543	-0.217	0.9485	-0.0943	N	14.4	1.1289
ECB_00800	0.6918	-0.433	0.5915	0.2039	N	2.6	1.2581
ECB_01166	0.7814	0.054	1.0717	-0.1974	N	105.6	0.4017
ECB_04197	0.8319	0.358	1.0187	-0.1531	N	317.1	0.0645
ECB_03311	0.7914	0.222	0.9349	-0.0832	N	102.1	0.1262
ECB_03835	0.7941	-0.150	0.6642	0.1429	N	20.4	0.2722
ECB_02075	0.8930	-0.922	0.5459	0.2416	N	13.1	1.3989
ECB_02337	0.8266	-0.215	0.7905	0.0372	N	5.0	0.5342
ECB_03373	0.6281	0.074	1.0218	-0.1561	N	1.2	1.8462
ECB_03976	0.8383	-0.418	0.5385	0.2473	N	2.1	1.7045
ECB_02016	0.9076	-0.443	0.7107	0.1035	N	20.9	0.6899
ECB_00057	0.7634	0.297	1.0804	-0.2051	N	659.1	0.0907
ECB_02097	0.7737	0.289	1.1461	-0.2599	N	76.2	0.2215
ECB_01665	0.8694	-0.216	0.9594	-0.1041	N	14.8	2.0651
ECB_03901	0.8070	-0.104	1.0203	-0.1550	N	4.3	1.1471
ECB_03642	0.6790	0.082	0.8648	-0.0253	N	39.6	0.2257
ECB_00578	0.6644	0.123	1.0695	-0.1961	N	39.1	0.4214
ECB_04152	0.8455	-0.409	0.9175	-0.0694	N	3.0	1.5938
ECB_02318	0.6556	0.160	1.1085	-0.2289	N	47.0	0.3274
ECB_00175	0.9836	0.402	1.1930	-0.2994	N	1796.7	0.0558
ECB_02136	0.6666	-0.102	0.8283	0.0048	N	49.0	0.2643
ECB_03041	0.8271	0.393	1.2002	-0.3055	N	199.1	0.1141
ECB_03772	0.9170	-0.079	0.9248	-0.0760	N	62.5	0.5105
ECB_00071	0.7439	0.008	0.9533	-0.0997	N	30.7	0.2814
ECB_01979	0.7590	-0.145	0.8304	0.0027	N	15.9	5.6337
ECB_00795	0.9404	0.190	1.0472	-0.1780	N	86.8	0.1831
ECB_03514	0.6058	-0.179	0.9582	-0.1039	N	20.7	0.8571
ECB_01924	0.8506	0.108	0.8784	-0.0375	N	536.5	0.0635
ECB_03781	0.5937	-0.487	0.4248	0.3405	N	1.4	1.1786
ECB_00479	0.9050	-0.090	0.8771	-0.0366	N	119.7	0.3077
ECB_01034	0.7412	-0.128	1.0801	-0.2059	N	12.9	0.8721
ECB_02607	0.8933	0.389	1.2110	-0.3149	N	974.6	0.0566
ECB_02369	0.5792	0.303	1.1261	-0.2443	N	777.3	0.0880
ECB_01242	0.6818	0.022	0.8603	-0.0230	N	38.8	0.3405
ECB_03142	0.7085	-0.328	0.7328	0.0831	N	2.9	0.8108
ECB_00634	0.6056	0.300	1.1458	-0.2608	N	136.6	0.1805
ECB_01933	0.6256	-0.040	0.9664	-0.1115	N	24.0	0.9036
ECB_01239	0.9353	0.181	1.6156	-0.6930	Y	75.9	5.8496
ECB_00790	0.6497	0.004	0.9682	-0.1130	N	10.7	0.4222
ECB_04168	0.8135	-0.591	0.6598	0.1437	N	7.0	0.4515
ECB_03315	0.8091	-0.150	0.8480	-0.0130	N	21.0	0.5101
ECB_01720	0.6310	-0.459	0.5978	0.1950	N	1.9	1.5000
ECB_00980	0.9710	-0.484	0.6632	0.1406	N	3.3	1.1923
ECB_02098	0.8622	0.126	0.9450	-0.0939	N	96.2	0.2325
ECB_01251	0.8386	-0.005	1.1303	-0.2481	N	178.1	1.1987
ECB_03127	0.6522	-0.106	0.7576	0.0618	N	11.5	0.3497
ECB_02116	0.7130	0.260	1.1260	-0.2448	N	138.1	0.2027
ECB_03119	0.8831	0.297	0.6476	0.1531	N	212.5	0.0489
ECB_01920	0.8788	0.026	1.0258	-0.1615	N	23.1	0.5242
ECB_00130	0.7394	0.281	1.1328	-0.2506	N	135.7	0.1756
ECB_03380	0.6337	0.512	1.0634	-0.1929	N	482.0	0.0255
ECB_01087	0.8702	0.380	0.9917	-0.1334	N	306.8	0.0767
ECB_02843	0.9827	-0.994	0.5911	0.1996	N	7.0	1.3404
ECB_01914	0.7131	0.012	1.0418	-0.1750	N	84.9	0.4058
ECB_03543	0.5700	-0.169	0.7392	0.0765	N	13.5	0.5372
ECB_00383	0.7284	0.285	1.1542	-0.2685	N	2502.6	0.0784
ECB_01760	0.7473	-0.084	1.2233	-0.3259	N	4.1	0.6797
ECB_02601	0.9647	0.397	1.0740	-0.2019	N	1124.7	0.0269
ECB_04144	0.6556	0.500	1.5212	-0.6904	Y	3.0	2.7222
ECB_00494	0.8932	0.058	0.9216	-0.0754	N	2.0	3.5000
ECB_04235	0.7970	-0.645	0.8551	-0.0201	N	1.9	1.0909
ECB_00055	0.8578	0.305	1.1131	-0.2347	N	93.6	0.2118
ECB_02807	0.8718	0.468	0.2090	0.5156	N	1.4	0.2727
ECB_01210	0.7471	0.116	1.0818	-0.2090	N	51.4	0.3670
ECB_01248	0.8409	0.143	0.9589	-0.1071	N	118.4	0.1743
ECB_00350	0.8163	0.039	0.9603	-0.1084	N	66.3	0.3067
ECB_00361	0.8347	0.057	1.0683	-0.1982	N	61.8	0.4008
ECB_01080	0.7417	0.409	1.2208	-0.3248	N	876.1	0.0740
ECB_03504	0.9955	-0.145	0.9785	-0.1239	N	23.7	0.9288
ECB_00512	0.9328	-0.261	0.8865	-0.0477	N	20.9	0.7267
ECB_00783	0.8125	0.115	0.9650	-0.1128	N	0.5	3.0000
ECB_01710	0.8005	0.198	1.3081	-0.3972	N	68.4	4.2921
ECB_02338	0.5601	-0.448	0.8961	-0.0559	N	4.7	0.8304
ECB_01033	0.8979	0.157	0.9244	-0.0793	N	121.7	0.1522
ECB_00865	0.8733	-0.019	0.8617	-0.0275	N	73.7	0.2800
ECB_02732	0.9212	0.030	1.0999	-0.2249	N	23.6	0.5054
ECB_00154	0.9463	0.097	0.9906	-0.1345	N	49.5	0.2909
ECB_03934	0.8866	0.090	1.2439	-0.3444	N	68.6	0.6156
ECB_00720	0.6374	0.242	1.0019	-0.1442	N	92.4	0.1203
ECB_02960	0.8166	-0.335	0.7835	0.0366	N	32.6	0.7453
ECB_00539	0.5435	0.155	0.7641	0.0526	N	51.9	0.1381
ECB_01621	0.9932	-0.106	0.8235	0.0035	N	57.7	0.3046
ECB_03968	0.6876	-0.489	0.3237	0.4170	N	0.5	2.2500
ECB_00239	0.9121	0.118	1.1499	-0.2668	N	126.6	0.3601
ECB_01506	0.7564	-0.298	0.8576	-0.0249	N	2.9	2.6739
ECB_01826	0.8612	0.038	1.0198	-0.1591	N	99.5	0.2964
ECB_00666	0.9042	-0.366	0.7302	0.0802	N	1.1	2.2500
ECB_03951	0.6897	-0.030	1.0777	-0.2073	N	33.4	0.9149
ECB_00930	0.5679	0.119	1.1463	-0.2640	N	153.1	0.4128
ECB_04172	0.8995	-0.217	0.9379	-0.0917	N	11.9	2.5571
ECB_03278	0.8655	-0.301	0.8396	-0.0104	N	4.3	1.1518
ECB_04124	0.8501	0.423	1.2509	-0.3506	N	697.0	0.0805
ECB_03708	0.8068	0.492	0.9117	-0.0702	N	5453.8	0.0036
ECB_00268	0.5899	0.096	0.9273	-0.0832	N	120.1	0.2047
ECB_03988	0.8605	-0.283	0.8287	-0.0017	N	17.9	4.3565
ECB_03068	0.8682	0.315	1.0803	-0.2097	N	133.3	0.1073
ECB_03903	0.7775	0.200	1.1513	-0.2686	N	6.1	0.4891
ECB_03249	0.9858	0.203	1.1318	-0.2525	N	160.3	0.2507
ECB_03495	0.7494	0.256	1.0112	-0.1528	N	170.9	0.1129
ECB_01836	0.2939	0.284	1.0954	-0.2225	N	116.5	0.1570
ECB_03747	0.6653	-0.165	0.9515	-0.1038	N	11.4	3.3314
ECB_02630	0.7878	0.110	1.1112	-0.2357	N	70.2	0.4297
ECB_04237	0.9259	-0.206	0.8703	-0.0368	N	30.5	0.5457
ECB_02547	0.8637	0.267	1.1241	-0.2464	N	1371.3	0.0892
ECB_01591	0.9380	0.079	1.0430	-0.1794	N	25.6	0.3767
ECB_02889	0.6832	0.213	1.0539	-0.1884	N	107.7	0.1844
ECB_04089	0.6769	0.082	1.0992	-0.2258	N	81.6	0.4041
ECB_00060	0.8059	0.055	0.9143	-0.0732	N	23.6	0.3554
ECB_00191	0.7906	-0.075	0.8665	-0.0340	N	38.3	0.3632
ECB_00518	0.6871	-0.260	0.8717	-0.0384	N	4.2	1.0532
ECB_00409	0.7860	0.060	1.1079	-0.2333	N	46.7	3.5397
ECB_03850	0.6506	-0.210	0.8757	-0.0417	N	32.0	0.6988
ECB_00842	0.7881	-0.939	0.7895	0.0293	N	1.0	2.0000
ECB_03418	0.9087	-0.611	0.2520	0.4725	N	2.0	0.8864
ECB_02891	0.8074	0.301	1.1423	-0.2619	N	154.4	0.1828
ECB_02162	0.7703	0.631	1.1637	-0.2796	N	11.7	0.1728
ECB_04214	0.6287	0.189	1.2102	-0.3180	N	524.1	0.3459
ECB_01685	0.8958	0.427	1.2496	-0.3505	N	1173.9	0.0806
ECB_03146	0.6194	0.505	1.2412	-0.3436	N	10888.6	0.0197
ECB_02385	0.7869	0.120	1.1189	-0.2428	N	56.7	0.3721
ECB_03752	0.8702	0.207	1.0812	-0.2117	N	139.0	0.1894
ECB_02648	0.7687	-0.065	1.0747	-0.2064	N	11.4	1.1396
ECB_01911	0.6792	-0.252	0.9656	-0.1165	N	21.5	1.6612
ECB_01150	0.7160	0.254	1.0249	-0.1654	N	158.7	0.1135
ECB_03601	0.9327	-0.073	1.0371	-0.1756	N	42.8	0.6984
ECB_01353	0.9388	-0.020	0.9460	-0.1007	N	60.1	0.3796
ECB_04064	0.6537	-0.006	1.0992	-0.2270	N	9.7	0.7826
ECB_04216	0.8938	0.190	1.0431	-0.1809	N	213.1	0.1432
ECB_02133	0.8984	0.193	1.0832	-0.2139	N	29.1	0.2754
ECB_04040	0.6062	0.409	1.1660	-0.2821	N	535.1	0.0762
ECB_02485	0.6679	0.281	1.1035	-0.2306	N	241.8	0.1478
ECB_03191	0.9473	0.554	1.2411	-0.3440	N	13285.2	0.0130
ECB_00161	0.5895	0.064	1.0253	-0.1664	N	39.4	0.4044
ECB_00317	0.9501	0.500	1.1890	-0.3011	N	58.7	0.0819
ECB_01168	0.8964	0.167	1.2893	-0.3837	N	47.7	1.6451
ECB_01794	0.8762	0.397	1.1481	-0.2675	N	327.9	0.0858
ECB_01582	0.8637	0.053	1.0045	-0.1494	N	54.5	0.2826
ECB_03950	0.8322	-0.187	0.9521	-0.1063	N	54.3	0.5890
ECB_00323	0.9538	0.286	1.2488	-0.3505	N	38.9	0.4273
ECB_02314	0.9661	0.348	1.1925	-0.3043	N	792.4	0.0679
ECB_01369	0.7788	-0.098	0.7148	0.0885	N	10.8	0.4129
ECB_00620	0.8408	-0.166	1.0411	-0.1798	N	10.8	1.2907
ECB_02276	0.9613	-0.031	0.8516	-0.0240	N	20.5	0.2735
ECB_01268	0.9000	0.470	0.7607	0.0507	N	13.0	0.1164
ECB_04239	0.7462	0.198	1.2545	-0.3555	N	39.6	0.8043
ECB_03032	0.7655	0.513	1.1535	-0.2725	N	987.1	0.0409
ECB_04249	0.8940	-0.132	0.8648	-0.0353	N	23.2	0.4910
ECB_03767	0.9941	-0.399	0.7288	0.0763	N	1.6	9.3000
ECB_00699	0.6974	-0.010	0.8465	-0.0207	N	105.1	0.2421
ECB_00590	0.7288	-0.435	0.6748	0.1203	N	5.0	1.0652
ECB_00713	0.9456	0.164	0.9716	-0.1235	N	184.9	0.1335
ECB_01445	0.7793	-0.089	0.6112	0.1724	N	24.0	0.1985
ECB_03088	0.6897	0.332	1.2415	-0.3452	N	105.3	0.2123
ECB_01086	0.8775	0.351	0.9803	-0.1308	N	295.9	0.0663
ECB_02788	0.6742	-0.171	0.7637	0.0470	N	59.3	0.3812
ECB_00167	0.9480	0.550	1.2730	-0.3711	N	4556.6	0.0246
RF02082.1	0.9956	0.122	0.5737	0.2029	N	8.6	0.1111
ECB_03333	0.8974	-0.270	0.6238	0.1616	N	0.7	2.2500
ECB_01050	0.7568	-0.037	0.9945	-0.1426	N	29.7	0.5076
ECB_00382	0.8689	0.445	1.2498	-0.3523	N	2319.4	0.0514
ECB_02709	0.9430	-0.945	0.5602	0.2133	N	6.8	0.8786
ECB_00928	0.7942	0.448	1.2790	-0.3763	N	585.2	0.0818
ECB_03236	0.5905	0.270	1.0309	-0.1729	N	157.4	0.1079
ECB_02329	0.7990	0.353	1.1834	-0.2981	N	15.0	0.2953
ECB_02650	0.9167	-0.470	0.7817	0.0311	N	9.8	0.8387
ECB_03746	0.8813	0.495	1.1029	-0.2323	N	131.2	0.0754
ECB_01043	0.5835	-0.017	0.9201	-0.0825	N	57.1	0.3902
ECB_01223	0.6756	0.043	1.0511	-0.1899	N	81.8	0.3272
ECB_03520	0.9004	-0.040	1.1134	-0.2410	N	2.3	1.7609
ECB_03938	0.8589	0.293	0.9776	-0.1296	N	3.2	12.3333
ECB_02222	0.8687	0.500	1.2577	-0.3592	N	482.6	0.0437
ECB_00226	0.7396	-0.060	1.1013	-0.2311	N	29.7	1.5503
ECB_00379	0.7626	0.464	1.3111	-0.4030	N	561.3	0.1041
ECB_04127	0.9377	0.243	1.1304	-0.2550	N	89.5	0.2698
ECB_00843	0.5995	-0.083	1.0025	-0.1503	N	4.7	0.7212
ECB_01306	0.7626	-0.276	0.9144	-0.0781	N	9.4	1.1311
ECB_02208	0.8771	0.532	1.3043	-0.3974	N	805.0	0.0565
ECB_00263	0.8531	-0.012	1.1722	-0.2893	N	12.4	1.6848
ECB_00446	0.7179	-0.070	1.0181	-0.1631	N	27.0	0.9380
ECB_00148	0.6101	0.328	1.2385	-0.3436	N	230.0	0.1783
ECB_02694	0.8739	-0.092	0.9151	-0.0788	N	2.1	8.0625
ECB_01930	0.8007	-0.504	0.4422	0.3082	N	4.8	0.4157
ECB_04217	0.8314	-0.152	0.8449	-0.0218	N	24.3	0.4251
ECB_02667	0.5779	0.379	1.0128	-0.1593	N	114.2	0.0896
ECB_02397	0.7349	0.329	1.1464	-0.2686	N	3.8	35.6250
ECB_00751	0.5271	-0.059	0.9292	-0.0912	N	7.9	0.5222
ECB_01055	0.8373	0.298	0.9156	-0.0801	N	56.0	0.1329
ECB_03396	0.7673	0.222	1.1331	-0.2580	N	102.0	0.3205
ECB_02130	0.9344	-0.140	0.7451	0.0591	N	1.2	0.6667
ECB_02683	0.8189	0.472	1.1132	-0.2418	N	16.9	0.1639
ECB_00899	0.6428	-0.117	1.0567	-0.1956	N	8.3	0.7623
ECB_03795	0.8548	-0.077	0.9787	-0.1319	N	4.8	1.0952
ECB_03269	0.7107	0.405	1.1417	-0.2651	N	11829.0	0.0172
ECB_00362	0.8622	0.238	1.1548	-0.2759	N	72.3	0.2515
ECB_02990	0.9980	-0.722	0.5493	0.2188	N	13.6	0.6106
ECB_03940	0.6030	-0.769	0.5935	0.1826	N	3.9	1.4500
ECB_02923	0.6749	0.276	1.0793	-0.2143	N	147.3	0.1294
ECB_01785	0.7877	-0.765	0.6078	0.1708	N	8.1	2.7857
ECB_03819	0.6078	0.314	1.0690	-0.2060	N	55.1	0.1972
ECB_01198	0.7145	-0.064	1.0207	-0.1666	N	24.2	1.2000
ECB_04138	0.5564	0.109	1.2004	-0.3134	N	30.5	2.6724
ECB_02138	0.8584	0.093	0.9070	-0.0739	N	17.0	0.3712
ECB_00559	0.7612	-0.234	0.9916	-0.1431	N	40.7	0.8481
ECB_00337	0.8484	-0.055	0.8815	-0.0534	N	17.1	0.7082
ECB_01523	0.7451	0.505	1.3741	-0.6656	Y	2.5	3.8333
ECB_03105	0.8972	0.290	1.0990	-0.2311	N	126.8	0.1728
ECB_03677	0.5734	0.429	1.1956	-0.3099	N	156.5	0.1131
ECB_00638	0.5140	-0.265	0.9912	-0.1433	N	19.6	1.2928
ECB_01805	0.8462	0.035	1.0729	-0.2099	N	102.1	0.4303
ECB_00766	0.5637	0.069	1.0557	-0.1959	N	163.9	0.3481
ECB_03863	0.8863	0.416	1.1655	-0.2854	N	4864.4	0.0248
ECB_01686	0.7185	0.299	1.1052	-0.2363	N	1751.0	0.0613
ECB_00762	0.6869	-0.247	0.8280	-0.0104	N	19.7	0.5932
ECB_00315	0.6189	0.221	1.0210	-0.1677	N	118.6	0.1203
ECB_00110	0.8662	0.254	0.9625	-0.1201	N	34.1	0.1802
ECB_00183	0.8694	0.435	1.0308	-0.1758	N	537.1	0.0455
ECB_03516	0.8301	-0.395	0.7865	0.0232	N	18.0	0.8092
ECB_01573	0.8294	0.170	0.9337	-0.0967	N	211.3	0.1220
ECB_01893	0.8223	0.176	0.8736	-0.0479	N	216.4	0.0811
ECB_04000	0.7501	0.333	1.0419	-0.1850	N	84.3	0.1058
ECB_00356	0.7979	0.539	1.3076	-0.4015	N	740.9	0.0700
ECB_03994	0.7350	-0.002	0.8527	-0.0311	N	4.0	5.2826
ECB_03540	0.7701	-0.152	0.8743	-0.0489	N	1.6	2.3000
ECB_03756	0.6881	0.521	1.1917	-0.3073	N	4832.3	0.0208
ECB_00429	0.9436	0.408	1.2757	-0.3757	N	89.7	0.2306
ECB_01400	0.7796	-0.864	0.5433	0.2204	N	2.1	1.3636
ECB_01882	0.8994	-0.371	0.8218	-0.0063	N	6.0	1.6190
ECB_02274	0.5924	-0.323	0.8929	-0.0643	N	10.8	4.5726
ECB_00627	0.5886	-0.277	0.7888	0.0203	N	36.1	0.4871
ECB_02545	0.7799	0.122	0.9698	-0.1270	N	98.4	0.2022
ECB_01444	0.8681	0.616	1.4300	-0.6619	Y	5.5	0.3514
ECB_03009	0.8275	-0.228	0.6897	0.1007	N	5.2	0.6937
ECB_01964	0.7079	-0.104	0.0000	0.6616	N	0.3	2.2500
ECB_00344	0.9090	-0.111	0.9699	-0.1273	N	14.3	0.7905
ECB_01553	0.7174	-0.044	0.9793	-0.1350	N	58.7	0.5122
ECB_00299	0.9320	-0.322	0.7956	0.0144	N	29.3	0.5968
ECB_01044	0.9561	-0.245	0.7621	0.0416	N	7.8	1.3235
ECB_02475	0.7893	0.372	1.0830	-0.2195	N	131.8	0.1266
ECB_00218	0.7063	0.121	0.8922	-0.0643	N	46.8	0.1703
ECB_02902	0.8079	0.160	1.0325	-0.1784	N	200.6	0.1922
ECB_00196	0.8869	0.435	1.0908	-0.2258	N	684.9	0.0321
ECB_00805	0.9733	0.324	0.8987	-0.0697	N	86.0	0.0756
ECB_03738	0.8702	0.288	1.0712	-0.2099	N	446.9	0.0806
ECB_00635	0.9224	0.141	0.9262	-0.0921	N	100.1	0.1598
ECB_03036	0.9034	0.463	1.2896	-0.3876	N	1182.9	0.0906
